volume,ticks,status,open,low,high,cost,close,timestamp,instrument
5.0,1746151200000,ok,0.0585,0.0585,0.0585,0.2925,0.0585,2025-05-02 02:00:00,BTC-27JUN25-102000-C
0.0,1746154800000,ok,0.0585,0.0585,0.0585,0.0,0.0585,2025-05-02 03:00:00,BTC-27JUN25-102000-C
0.0,1746158400000,ok,0.0585,0.0585,0.0585,0.0,0.0585,2025-05-02 04:00:00,BTC-27JUN25-102000-C
0.0,1746162000000,ok,0.0585,0.0585,0.0585,0.0,0.0585,2025-05-02 05:00:00,BTC-27JUN25-102000-C
1.0,1746165600000,ok,0.059,0.059,0.059,0.059,0.059,2025-05-02 06:00:00,BTC-27JUN25-102000-C
0.0,1746169200000,ok,0.059,0.059,0.059,0.0,0.059,2025-05-02 07:00:00,BTC-27JUN25-102000-C
0.0,1746172800000,ok,0.059,0.059,0.059,0.0,0.059,2025-05-02 08:00:00,BTC-27JUN25-102000-C
2.3,1746176400000,ok,0.058,0.058,0.0585,0.13365,0.0585,2025-05-02 09:00:00,BTC-27JUN25-102000-C
1.7,1746180000000,ok,0.0585,0.058,0.0585,0.0989,0.058,2025-05-02 10:00:00,BTC-27JUN25-102000-C
0.0,1746183600000,ok,0.058,0.058,0.058,0.0,0.058,2025-05-02 11:00:00,BTC-27JUN25-102000-C
0.0,1746187200000,ok,0.058,0.058,0.058,0.0,0.058,2025-05-02 12:00:00,BTC-27JUN25-102000-C
0.0,1746190800000,ok,0.058,0.058,0.058,0.0,0.058,2025-05-02 13:00:00,BTC-27JUN25-102000-C
5.0,1746194400000,ok,0.058,0.058,0.058,0.29,0.058,2025-05-02 14:00:00,BTC-27JUN25-102000-C
0.0,1746198000000,ok,0.058,0.058,0.058,0.0,0.058,2025-05-02 15:00:00,BTC-27JUN25-102000-C
0.0,1746201600000,ok,0.058,0.058,0.058,0.0,0.058,2025-05-02 16:00:00,BTC-27JUN25-102000-C
0.0,1746205200000,ok,0.058,0.058,0.058,0.0,0.058,2025-05-02 17:00:00,BTC-27JUN25-102000-C
