volume,ticks,status,open,low,high,cost,close,timestamp,instrument
0.0,1728417600000,ok,0.351,0.351,0.351,0.0,0.351,2024-10-08 20:00:00,BTC-26SEP25-50000-C
0.0,1728421200000,ok,0.351,0.351,0.351,0.0,0.351,2024-10-08 21:00:00,BTC-26SEP25-50000-C
0.0,1728424800000,ok,0.351,0.351,0.351,0.0,0.351,2024-10-08 22:00:00,BTC-26SEP25-50000-C
0.0,1728428400000,ok,0.351,0.351,0.351,0.0,0.351,2024-10-08 23:00:00,BTC-26SEP25-50000-C
0.0,1728432000000,ok,0.351,0.351,0.351,0.0,0.351,2024-10-09 00:00:00,BTC-26SEP25-50000-C
0.0,1728435600000,ok,0.351,0.351,0.351,0.0,0.351,2024-10-09 01:00:00,BTC-26SEP25-50000-C
0.0,1728439200000,ok,0.351,0.351,0.351,0.0,0.351,2024-10-09 02:00:00,BTC-26SEP25-50000-C
0.0,1728442800000,ok,0.351,0.351,0.351,0.0,0.351,2024-10-09 03:00:00,BTC-26SEP25-50000-C
0.0,1728446400000,ok,0.351,0.351,0.351,0.0,0.351,2024-10-09 04:00:00,BTC-26SEP25-50000-C
0.0,1728450000000,ok,0.351,0.351,0.351,0.0,0.351,2024-10-09 05:00:00,BTC-26SEP25-50000-C
0.0,1728453600000,ok,0.351,0.351,0.351,0.0,0.351,2024-10-09 06:00:00,BTC-26SEP25-50000-C
0.0,1728457200000,ok,0.351,0.351,0.351,0.0,0.351,2024-10-09 07:00:00,BTC-26SEP25-50000-C
0.0,1728460800000,ok,0.351,0.351,0.351,0.0,0.351,2024-10-09 08:00:00,BTC-26SEP25-50000-C
0.0,1728464400000,ok,0.351,0.351,0.351,0.0,0.351,2024-10-09 09:00:00,BTC-26SEP25-50000-C
0.0,1728468000000,ok,0.351,0.351,0.351,0.0,0.351,2024-10-09 10:00:00,BTC-26SEP25-50000-C
0.0,1728471600000,ok,0.351,0.351,0.351,0.0,0.351,2024-10-09 11:00:00,BTC-26SEP25-50000-C
0.0,1728475200000,ok,0.351,0.351,0.351,0.0,0.351,2024-10-09 12:00:00,BTC-26SEP25-50000-C
0.0,1728478800000,ok,0.351,0.351,0.351,0.0,0.351,2024-10-09 13:00:00,BTC-26SEP25-50000-C
0.0,1728482400000,ok,0.351,0.351,0.351,0.0,0.351,2024-10-09 14:00:00,BTC-26SEP25-50000-C
0.0,1728486000000,ok,0.351,0.351,0.351,0.0,0.351,2024-10-09 15:00:00,BTC-26SEP25-50000-C
