volume,ticks,status,open,low,high,cost,close,timestamp,instrument
1.3,1746151200000,ok,0.0685,0.0685,0.0685,0.08905,0.0685,2025-05-02 02:00:00,BTC-27JUN25-97000-P
0.0,1746154800000,ok,0.0685,0.0685,0.0685,0.0,0.0685,2025-05-02 03:00:00,BTC-27JUN25-97000-P
2.0,1746158400000,ok,0.0685,0.0685,0.0685,0.137,0.0685,2025-05-02 04:00:00,BTC-27JUN25-97000-P
0.2,1746162000000,ok,0.069,0.069,0.0705,0.01395,0.0705,2025-05-02 05:00:00,BTC-27JUN25-97000-P
0.0,1746165600000,ok,0.0705,0.0705,0.0705,0.0,0.0705,2025-05-02 06:00:00,BTC-27JUN25-97000-P
8.0,1746169200000,ok,0.071,0.071,0.072,0.573,0.072,2025-05-02 07:00:00,BTC-27JUN25-97000-P
0.0,1746172800000,ok,0.072,0.072,0.072,0.0,0.072,2025-05-02 08:00:00,BTC-27JUN25-97000-P
0.0,1746176400000,ok,0.072,0.072,0.072,0.0,0.072,2025-05-02 09:00:00,BTC-27JUN25-97000-P
0.0,1746180000000,ok,0.072,0.072,0.072,0.0,0.072,2025-05-02 10:00:00,BTC-27JUN25-97000-P
0.1,1746183600000,ok,0.0685,0.0685,0.0685,0.00685,0.0685,2025-05-02 11:00:00,BTC-27JUN25-97000-P
0.0,1746187200000,ok,0.0685,0.0685,0.0685,0.0,0.0685,2025-05-02 12:00:00,BTC-27JUN25-97000-P
0.4,1746190800000,ok,0.0685,0.0685,0.0685,0.0274,0.0685,2025-05-02 13:00:00,BTC-27JUN25-97000-P
3.1,1746194400000,ok,0.067,0.064,0.067,0.2053,0.064,2025-05-02 14:00:00,BTC-27JUN25-97000-P
0.2,1746198000000,ok,0.0655,0.0655,0.0655,0.0131,0.0655,2025-05-02 15:00:00,BTC-27JUN25-97000-P
3.8,1746201600000,ok,0.0635,0.0635,0.0635,0.2413,0.0635,2025-05-02 16:00:00,BTC-27JUN25-97000-P
0.0,1746205200000,ok,0.0635,0.0635,0.0635,0.0,0.0635,2025-05-02 17:00:00,BTC-27JUN25-97000-P
7.5,1746208800000,ok,0.063,0.063,0.065,0.48,0.065,2025-05-02 18:00:00,BTC-27JUN25-97000-P
0.1,1746212400000,ok,0.0675,0.0675,0.0675,0.00675,0.0675,2025-05-02 19:00:00,BTC-27JUN25-97000-P
0.0,1746216000000,ok,0.0675,0.0675,0.0675,0.0,0.0675,2025-05-02 20:00:00,BTC-27JUN25-97000-P
0.0,1746219600000,ok,0.0675,0.0675,0.0675,0.0,0.0675,2025-05-02 21:00:00,BTC-27JUN25-97000-P
0.0,1746223200000,ok,0.0675,0.0675,0.0675,0.0,0.0675,2025-05-02 22:00:00,BTC-27JUN25-97000-P
0.0,1746226800000,ok,0.0675,0.0675,0.0675,0.0,0.0675,2025-05-02 23:00:00,BTC-27JUN25-97000-P
0.0,1746230400000,ok,0.0675,0.0675,0.0675,0.0,0.0675,2025-05-03 00:00:00,BTC-27JUN25-97000-P
0.0,1746234000000,ok,0.0675,0.0675,0.0675,0.0,0.0675,2025-05-03 01:00:00,BTC-27JUN25-97000-P
0.0,1746237600000,ok,0.0675,0.0675,0.0675,0.0,0.0675,2025-05-03 02:00:00,BTC-27JUN25-97000-P
0.2,1746241200000,ok,0.0695,0.0695,0.0695,0.0139,0.0695,2025-05-03 03:00:00,BTC-27JUN25-97000-P
0.0,1746244800000,ok,0.0695,0.0695,0.0695,0.0,0.0695,2025-05-03 04:00:00,BTC-27JUN25-97000-P
0.0,1746248400000,ok,0.0695,0.0695,0.0695,0.0,0.0695,2025-05-03 05:00:00,BTC-27JUN25-97000-P
10.0,1746252000000,ok,0.0705,0.0705,0.0715,0.7084,0.0715,2025-05-03 06:00:00,BTC-27JUN25-97000-P
0.2,1746255600000,ok,0.0705,0.0705,0.0705,0.0141,0.0705,2025-05-03 07:00:00,BTC-27JUN25-97000-P
0.6,1746259200000,ok,0.0715,0.0705,0.0715,0.0424,0.0705,2025-05-03 08:00:00,BTC-27JUN25-97000-P
75.5,1746262800000,ok,0.07,0.07,0.0715,5.3567,0.0715,2025-05-03 09:00:00,BTC-27JUN25-97000-P
5.0,1746266400000,ok,0.072,0.072,0.072,0.36,0.072,2025-05-03 10:00:00,BTC-27JUN25-97000-P
25.0,1746270000000,ok,0.072,0.072,0.072,1.78,0.072,2025-05-03 11:00:00,BTC-27JUN25-97000-P
0.1,1746273600000,ok,0.071,0.071,0.071,0.0071,0.071,2025-05-03 12:00:00,BTC-27JUN25-97000-P
0.2,1746277200000,ok,0.07,0.07,0.07,0.014,0.07,2025-05-03 13:00:00,BTC-27JUN25-97000-P
0.0,1746280800000,ok,0.07,0.07,0.07,0.0,0.07,2025-05-03 14:00:00,BTC-27JUN25-97000-P
0.0,1746284400000,ok,0.07,0.07,0.07,0.0,0.07,2025-05-03 15:00:00,BTC-27JUN25-97000-P
1.0,1746288000000,ok,0.07,0.07,0.07,0.07,0.07,2025-05-03 16:00:00,BTC-27JUN25-97000-P
0.0,1746291600000,ok,0.07,0.07,0.07,0.0,0.07,2025-05-03 17:00:00,BTC-27JUN25-97000-P
0.0,1746295200000,ok,0.07,0.07,0.07,0.0,0.07,2025-05-03 18:00:00,BTC-27JUN25-97000-P
0.0,1746298800000,ok,0.07,0.07,0.07,0.0,0.07,2025-05-03 19:00:00,BTC-27JUN25-97000-P
3.0,1746302400000,ok,0.07,0.07,0.07,0.21,0.07,2025-05-03 20:00:00,BTC-27JUN25-97000-P
0.0,1746306000000,ok,0.07,0.07,0.07,0.0,0.07,2025-05-03 21:00:00,BTC-27JUN25-97000-P
0.1,1746309600000,ok,0.07,0.07,0.07,0.007,0.07,2025-05-03 22:00:00,BTC-27JUN25-97000-P
0.0,1746313200000,ok,0.07,0.07,0.07,0.0,0.07,2025-05-03 23:00:00,BTC-27JUN25-97000-P
0.0,1746316800000,ok,0.07,0.07,0.07,0.0,0.07,2025-05-04 00:00:00,BTC-27JUN25-97000-P
0.0,1746320400000,ok,0.07,0.07,0.07,0.0,0.07,2025-05-04 01:00:00,BTC-27JUN25-97000-P
0.0,1746324000000,ok,0.07,0.07,0.07,0.0,0.07,2025-05-04 02:00:00,BTC-27JUN25-97000-P
0.0,1746327600000,ok,0.07,0.07,0.07,0.0,0.07,2025-05-04 03:00:00,BTC-27JUN25-97000-P
0.0,1746331200000,ok,0.07,0.07,0.07,0.0,0.07,2025-05-04 04:00:00,BTC-27JUN25-97000-P
0.0,1746334800000,ok,0.07,0.07,0.07,0.0,0.07,2025-05-04 05:00:00,BTC-27JUN25-97000-P
