volume,ticks,status,open,low,high,cost,close,timestamp,instrument
0.1,1745496000000,ok,0.075,0.075,0.075,0.0075,0.075,2025-04-24 12:00:00,BTC-25JUL25-100000-C
0.4,1745499600000,ok,0.0745,0.074,0.0745,0.02975,0.074,2025-04-24 13:00:00,BTC-25JUL25-100000-C
0.0,1745503200000,ok,0.074,0.074,0.074,0.0,0.074,2025-04-24 14:00:00,BTC-25JUL25-100000-C
0.1,1745506800000,ok,0.0755,0.0755,0.0755,0.00755,0.0755,2025-04-24 15:00:00,BTC-25JUL25-100000-C
0.0,1745510400000,ok,0.0755,0.0755,0.0755,0.0,0.0755,2025-04-24 16:00:00,BTC-25JUL25-100000-C
0.0,1745514000000,ok,0.0755,0.0755,0.0755,0.0,0.0755,2025-04-24 17:00:00,BTC-25JUL25-100000-C
0.1,1745517600000,ok,0.075,0.075,0.075,0.0075,0.075,2025-04-24 18:00:00,BTC-25JUL25-100000-C
0.0,1745521200000,ok,0.075,0.075,0.075,0.0,0.075,2025-04-24 19:00:00,BTC-25JUL25-100000-C
0.0,1745524800000,ok,0.075,0.075,0.075,0.0,0.075,2025-04-24 20:00:00,BTC-25JUL25-100000-C
0.5,1745528400000,ok,0.075,0.075,0.075,0.0375,0.075,2025-04-24 21:00:00,BTC-25JUL25-100000-C
0.0,1745532000000,ok,0.075,0.075,0.075,0.0,0.075,2025-04-24 22:00:00,BTC-25JUL25-100000-C
0.0,1745535600000,ok,0.075,0.075,0.075,0.0,0.075,2025-04-24 23:00:00,BTC-25JUL25-100000-C
0.0,1745539200000,ok,0.075,0.075,0.075,0.0,0.075,2025-04-25 00:00:00,BTC-25JUL25-100000-C
0.0,1745542800000,ok,0.075,0.075,0.075,0.0,0.075,2025-04-25 01:00:00,BTC-25JUL25-100000-C
0.0,1745546400000,ok,0.075,0.075,0.075,0.0,0.075,2025-04-25 02:00:00,BTC-25JUL25-100000-C
0.0,1745550000000,ok,0.075,0.075,0.075,0.0,0.075,2025-04-25 03:00:00,BTC-25JUL25-100000-C
0.0,1745553600000,ok,0.075,0.075,0.075,0.0,0.075,2025-04-25 04:00:00,BTC-25JUL25-100000-C
0.0,1745557200000,ok,0.075,0.075,0.075,0.0,0.075,2025-04-25 05:00:00,BTC-25JUL25-100000-C
0.0,1745560800000,ok,0.075,0.075,0.075,0.0,0.075,2025-04-25 06:00:00,BTC-25JUL25-100000-C
2.5,1745564400000,ok,0.078,0.078,0.078,0.195,0.078,2025-04-25 07:00:00,BTC-25JUL25-100000-C
0.4,1745568000000,ok,0.079,0.079,0.079,0.0316,0.079,2025-04-25 08:00:00,BTC-25JUL25-100000-C
0.0,1745571600000,ok,0.079,0.079,0.079,0.0,0.079,2025-04-25 09:00:00,BTC-25JUL25-100000-C
0.0,1745575200000,ok,0.079,0.079,0.079,0.0,0.079,2025-04-25 10:00:00,BTC-25JUL25-100000-C
0.0,1745578800000,ok,0.079,0.079,0.079,0.0,0.079,2025-04-25 11:00:00,BTC-25JUL25-100000-C
5.4,1745582400000,ok,0.083,0.083,0.083,0.4482,0.083,2025-04-25 12:00:00,BTC-25JUL25-100000-C
0.0,1745586000000,ok,0.083,0.083,0.083,0.0,0.083,2025-04-25 13:00:00,BTC-25JUL25-100000-C
15.0,1745589600000,ok,0.0845,0.0845,0.0845,1.2675,0.0845,2025-04-25 14:00:00,BTC-25JUL25-100000-C
0.0,1745593200000,ok,0.0845,0.0845,0.0845,0.0,0.0845,2025-04-25 15:00:00,BTC-25JUL25-100000-C
0.0,1745596800000,ok,0.0845,0.0845,0.0845,0.0,0.0845,2025-04-25 16:00:00,BTC-25JUL25-100000-C
0.0,1745600400000,ok,0.0845,0.0845,0.0845,0.0,0.0845,2025-04-25 17:00:00,BTC-25JUL25-100000-C
0.0,1745604000000,ok,0.0845,0.0845,0.0845,0.0,0.0845,2025-04-25 18:00:00,BTC-25JUL25-100000-C
0.0,1745607600000,ok,0.0845,0.0845,0.0845,0.0,0.0845,2025-04-25 19:00:00,BTC-25JUL25-100000-C
0.0,1745611200000,ok,0.0845,0.0845,0.0845,0.0,0.0845,2025-04-25 20:00:00,BTC-25JUL25-100000-C
0.0,1745614800000,ok,0.0845,0.0845,0.0845,0.0,0.0845,2025-04-25 21:00:00,BTC-25JUL25-100000-C
0.0,1745618400000,ok,0.0845,0.0845,0.0845,0.0,0.0845,2025-04-25 22:00:00,BTC-25JUL25-100000-C
0.0,1745622000000,ok,0.0845,0.0845,0.0845,0.0,0.0845,2025-04-25 23:00:00,BTC-25JUL25-100000-C
0.1,1745625600000,ok,0.0825,0.0825,0.0825,0.00825,0.0825,2025-04-26 00:00:00,BTC-25JUL25-100000-C
0.0,1745629200000,ok,0.0825,0.0825,0.0825,0.0,0.0825,2025-04-26 01:00:00,BTC-25JUL25-100000-C
0.0,1745632800000,ok,0.0825,0.0825,0.0825,0.0,0.0825,2025-04-26 02:00:00,BTC-25JUL25-100000-C
25.0,1745636400000,ok,0.0825,0.0825,0.0825,2.07,0.0825,2025-04-26 03:00:00,BTC-25JUL25-100000-C
1.0,1745640000000,ok,0.082,0.082,0.082,0.082,0.082,2025-04-26 04:00:00,BTC-25JUL25-100000-C
0.0,1745643600000,ok,0.082,0.082,0.082,0.0,0.082,2025-04-26 05:00:00,BTC-25JUL25-100000-C
0.0,1745647200000,ok,0.082,0.082,0.082,0.0,0.082,2025-04-26 06:00:00,BTC-25JUL25-100000-C
0.0,1745650800000,ok,0.082,0.082,0.082,0.0,0.082,2025-04-26 07:00:00,BTC-25JUL25-100000-C
2.0,1745654400000,ok,0.08,0.08,0.08,0.16,0.08,2025-04-26 08:00:00,BTC-25JUL25-100000-C
0.0,1745658000000,ok,0.08,0.08,0.08,0.0,0.08,2025-04-26 09:00:00,BTC-25JUL25-100000-C
0.4,1745661600000,ok,0.0785,0.0785,0.0785,0.0314,0.0785,2025-04-26 10:00:00,BTC-25JUL25-100000-C
0.0,1745665200000,ok,0.0785,0.0785,0.0785,0.0,0.0785,2025-04-26 11:00:00,BTC-25JUL25-100000-C
1.0,1745668800000,ok,0.0805,0.0805,0.0805,0.0805,0.0805,2025-04-26 12:00:00,BTC-25JUL25-100000-C
0.0,1745672400000,ok,0.0805,0.0805,0.0805,0.0,0.0805,2025-04-26 13:00:00,BTC-25JUL25-100000-C
0.0,1745676000000,ok,0.0805,0.0805,0.0805,0.0,0.0805,2025-04-26 14:00:00,BTC-25JUL25-100000-C
0.1,1745679600000,ok,0.0805,0.0805,0.0805,0.00805,0.0805,2025-04-26 15:00:00,BTC-25JUL25-100000-C
0.9,1745683200000,ok,0.0805,0.0805,0.0805,0.07245,0.0805,2025-04-26 16:00:00,BTC-25JUL25-100000-C
0.0,1745686800000,ok,0.0805,0.0805,0.0805,0.0,0.0805,2025-04-26 17:00:00,BTC-25JUL25-100000-C
0.0,1745690400000,ok,0.0805,0.0805,0.0805,0.0,0.0805,2025-04-26 18:00:00,BTC-25JUL25-100000-C
0.0,1745694000000,ok,0.0805,0.0805,0.0805,0.0,0.0805,2025-04-26 19:00:00,BTC-25JUL25-100000-C
0.0,1745697600000,ok,0.0805,0.0805,0.0805,0.0,0.0805,2025-04-26 20:00:00,BTC-25JUL25-100000-C
0.0,1745701200000,ok,0.0805,0.0805,0.0805,0.0,0.0805,2025-04-26 21:00:00,BTC-25JUL25-100000-C
0.0,1745704800000,ok,0.0805,0.0805,0.0805,0.0,0.0805,2025-04-26 22:00:00,BTC-25JUL25-100000-C
0.0,1745708400000,ok,0.0805,0.0805,0.0805,0.0,0.0805,2025-04-26 23:00:00,BTC-25JUL25-100000-C
0.0,1745712000000,ok,0.0805,0.0805,0.0805,0.0,0.0805,2025-04-27 00:00:00,BTC-25JUL25-100000-C
0.1,1745715600000,ok,0.082,0.082,0.082,0.0082,0.082,2025-04-27 01:00:00,BTC-25JUL25-100000-C
0.0,1745719200000,ok,0.082,0.082,0.082,0.0,0.082,2025-04-27 02:00:00,BTC-25JUL25-100000-C
0.0,1745722800000,ok,0.082,0.082,0.082,0.0,0.082,2025-04-27 03:00:00,BTC-25JUL25-100000-C
0.0,1745726400000,ok,0.082,0.082,0.082,0.0,0.082,2025-04-27 04:00:00,BTC-25JUL25-100000-C
0.0,1745730000000,ok,0.082,0.082,0.082,0.0,0.082,2025-04-27 05:00:00,BTC-25JUL25-100000-C
0.0,1745733600000,ok,0.082,0.082,0.082,0.0,0.082,2025-04-27 06:00:00,BTC-25JUL25-100000-C
0.0,1745737200000,ok,0.082,0.082,0.082,0.0,0.082,2025-04-27 07:00:00,BTC-25JUL25-100000-C
0.0,1745740800000,ok,0.082,0.082,0.082,0.0,0.082,2025-04-27 08:00:00,BTC-25JUL25-100000-C
0.0,1745744400000,ok,0.082,0.082,0.082,0.0,0.082,2025-04-27 09:00:00,BTC-25JUL25-100000-C
0.0,1745748000000,ok,0.082,0.082,0.082,0.0,0.082,2025-04-27 10:00:00,BTC-25JUL25-100000-C
0.0,1745751600000,ok,0.082,0.082,0.082,0.0,0.082,2025-04-27 11:00:00,BTC-25JUL25-100000-C
0.1,1745755200000,ok,0.077,0.077,0.077,0.0077,0.077,2025-04-27 12:00:00,BTC-25JUL25-100000-C
0.0,1745758800000,ok,0.077,0.077,0.077,0.0,0.077,2025-04-27 13:00:00,BTC-25JUL25-100000-C
0.0,1745762400000,ok,0.077,0.077,0.077,0.0,0.077,2025-04-27 14:00:00,BTC-25JUL25-100000-C
0.0,1745766000000,ok,0.077,0.077,0.077,0.0,0.077,2025-04-27 15:00:00,BTC-25JUL25-100000-C
0.0,1745769600000,ok,0.077,0.077,0.077,0.0,0.077,2025-04-27 16:00:00,BTC-25JUL25-100000-C
0.0,1745773200000,ok,0.077,0.077,0.077,0.0,0.077,2025-04-27 17:00:00,BTC-25JUL25-100000-C
0.0,1745776800000,ok,0.077,0.077,0.077,0.0,0.077,2025-04-27 18:00:00,BTC-25JUL25-100000-C
0.0,1745780400000,ok,0.077,0.077,0.077,0.0,0.077,2025-04-27 19:00:00,BTC-25JUL25-100000-C
0.0,1745784000000,ok,0.077,0.077,0.077,0.0,0.077,2025-04-27 20:00:00,BTC-25JUL25-100000-C
0.0,1745787600000,ok,0.077,0.077,0.077,0.0,0.077,2025-04-27 21:00:00,BTC-25JUL25-100000-C
0.0,1745791200000,ok,0.077,0.077,0.077,0.0,0.077,2025-04-27 22:00:00,BTC-25JUL25-100000-C
0.2,1745794800000,ok,0.0765,0.0765,0.0765,0.0153,0.0765,2025-04-27 23:00:00,BTC-25JUL25-100000-C
0.0,1745798400000,ok,0.0765,0.0765,0.0765,0.0,0.0765,2025-04-28 00:00:00,BTC-25JUL25-100000-C
0.0,1745802000000,ok,0.0765,0.0765,0.0765,0.0,0.0765,2025-04-28 01:00:00,BTC-25JUL25-100000-C
0.0,1745805600000,ok,0.0765,0.0765,0.0765,0.0,0.0765,2025-04-28 02:00:00,BTC-25JUL25-100000-C
0.0,1745809200000,ok,0.0765,0.0765,0.0765,0.0,0.0765,2025-04-28 03:00:00,BTC-25JUL25-100000-C
0.0,1745812800000,ok,0.0765,0.0765,0.0765,0.0,0.0765,2025-04-28 04:00:00,BTC-25JUL25-100000-C
0.0,1745816400000,ok,0.0765,0.0765,0.0765,0.0,0.0765,2025-04-28 05:00:00,BTC-25JUL25-100000-C
0.0,1745820000000,ok,0.0765,0.0765,0.0765,0.0,0.0765,2025-04-28 06:00:00,BTC-25JUL25-100000-C
4.5,1745823600000,ok,0.079,0.079,0.079,0.3555,0.079,2025-04-28 07:00:00,BTC-25JUL25-100000-C
0.0,1745827200000,ok,0.079,0.079,0.079,0.0,0.079,2025-04-28 08:00:00,BTC-25JUL25-100000-C
0.0,1745830800000,ok,0.079,0.079,0.079,0.0,0.079,2025-04-28 09:00:00,BTC-25JUL25-100000-C
36.0,1745834400000,ok,0.08,0.08,0.08,2.8695,0.08,2025-04-28 10:00:00,BTC-25JUL25-100000-C
0.1,1745838000000,ok,0.083,0.083,0.083,0.0083,0.083,2025-04-28 11:00:00,BTC-25JUL25-100000-C
1.5,1745841600000,ok,0.084,0.084,0.084,0.126,0.084,2025-04-28 12:00:00,BTC-25JUL25-100000-C
1.0,1745845200000,ok,0.084,0.084,0.084,0.084,0.084,2025-04-28 13:00:00,BTC-25JUL25-100000-C
0.0,1745848800000,ok,0.084,0.084,0.084,0.0,0.084,2025-04-28 14:00:00,BTC-25JUL25-100000-C
0.0,1745852400000,ok,0.084,0.084,0.084,0.0,0.084,2025-04-28 15:00:00,BTC-25JUL25-100000-C
0.0,1745856000000,ok,0.084,0.084,0.084,0.0,0.084,2025-04-28 16:00:00,BTC-25JUL25-100000-C
0.0,1745859600000,ok,0.084,0.084,0.084,0.0,0.084,2025-04-28 17:00:00,BTC-25JUL25-100000-C
0.0,1745863200000,ok,0.084,0.084,0.084,0.0,0.084,2025-04-28 18:00:00,BTC-25JUL25-100000-C
1.0,1745866800000,ok,0.08,0.08,0.08,0.08,0.08,2025-04-28 19:00:00,BTC-25JUL25-100000-C
0.0,1745870400000,ok,0.08,0.08,0.08,0.0,0.08,2025-04-28 20:00:00,BTC-25JUL25-100000-C
0.0,1745874000000,ok,0.08,0.08,0.08,0.0,0.08,2025-04-28 21:00:00,BTC-25JUL25-100000-C
2.0,1745877600000,ok,0.0795,0.0795,0.08,0.15975,0.08,2025-04-28 22:00:00,BTC-25JUL25-100000-C
1.3,1745881200000,ok,0.08,0.08,0.081,0.1051,0.081,2025-04-28 23:00:00,BTC-25JUL25-100000-C
70.7,1745884800000,ok,0.0805,0.0805,0.0805,5.72985,0.0805,2025-04-29 00:00:00,BTC-25JUL25-100000-C
0.5,1745888400000,ok,0.0805,0.0805,0.0805,0.04025,0.0805,2025-04-29 01:00:00,BTC-25JUL25-100000-C
0.1,1745892000000,ok,0.081,0.081,0.081,0.0081,0.081,2025-04-29 02:00:00,BTC-25JUL25-100000-C
