std_dt,pbntc_dt,base_ast,stk_tp_cd,exr_dt,atk_nm,stk_cd,bid_prc,stk_clprc,ask_prc,setl_prc,trd_amt,opn_int,base_clprc
20240206,20240205,S&P500,C,20240315,SPX240315C03580000,SPX US 03/15/24 C3580 Index,1367.00,0.00,1377.10,1399.39996,0,0,4942.81
20240206,20240205,S&P500,C,20240315,SPX240315C03590000,SPX US 03/15/24 C3590 Index,1357.10,0.00,1367.20,1389.50000,0,0,4942.81
20240206,20240205,S&P500,C,20240315,SPX240315C03600000,SPX US 03/15/24 C3600 Index,1347.20,1122.47,1357.20,1379.54999,0,166,4942.81
20240206,20240205,S&P500,C,20240315,SPX240315C03610000,SPX US 03/15/24 C3610 Index,1337.20,0.00,1347.30,1369.70001,0,0,4942.81
20240206,20240205,S&P500,C,20240315,SPX240315C03620000,SPX US 03/15/24 C3620 Index,1327.30,1160.45,1337.40,1359.50000,0,1,4942.81
20240206,20240205,S&P500,C,20240315,SPX240315C03625000,SPX US 03/15/24 C3625 Index,1322.40,0.00,1332.40,1354.79999,0,27,4942.81
20240206,20240205,S&P500,C,20240315,SPX240315C03630000,SPX US 03/15/24 C3630 Index,1317.40,0.00,1327.50,1349.79999,0,0,4942.81
20240206,20240205,S&P500,C,20240315,SPX240315C03640000,SPX US 03/15/24 C3640 Index,1307.50,0.00,1317.60,1340.00000,0,0,4942.81
20240206,20240205,S&P500,C,20240315,SPX240315C03650000,SPX US 03/15/24 C3650 Index,1297.60,979.82,1307.60,1329.75000,0,31,4942.81
20240206,20240205,S&P500,C,20240315,SPX240315C03660000,SPX US 03/15/24 C3660 Index,1287.70,0.00,1297.70,1320.10004,0,10,4942.81
20240206,20240205,S&P500,C,20240315,SPX240315C03670000,SPX US 03/15/24 C3670 Index,1277.80,0.00,1287.80,1310.39996,0,3,4942.81
20240206,20240205,S&P500,C,20240315,SPX240315C03675000,SPX US 03/15/24 C3675 Index,1272.80,0.00,1282.80,1305.25000,0,42,4942.81
20240206,20240205,S&P500,C,20240315,SPX240315C03680000,SPX US 03/15/24 C3680 Index,1267.90,0.00,1277.90,1300.29999,0,0,4942.81
20240206,20240205,S&P500,C,20240315,SPX240315C03690000,SPX US 03/15/24 C3690 Index,1258.00,0.00,1268.00,1290.10004,0,0,4942.81
20240206,20240205,S&P500,C,20240315,SPX240315C03700000,SPX US 03/15/24 C3700 Index,1248.00,1196.21,1258.00,1280.50000,0,448,4942.81
20240206,20240205,S&P500,C,20240315,SPX240315C03710000,SPX US 03/15/24 C3710 Index,1238.10,718.55,1248.10,1270.55005,0,13,4942.81
20240206,20240205,S&P500,C,20240315,SPX240315C03720000,SPX US 03/15/24 C3720 Index,1228.20,1054.98,1238.20,1260.34998,0,4,4942.81
20240206,20240205,S&P500,C,20240315,SPX240315C03725000,SPX US 03/15/24 C3725 Index,1223.30,0.00,1233.30,1255.39996,0,81,4942.81
20240206,20240205,S&P500,C,20240315,SPX240315C03730000,SPX US 03/15/24 C3730 Index,1218.30,0.00,1228.30,1250.70001,0,0,4942.81
20240206,20240205,S&P500,C,20240315,SPX240315C03740000,SPX US 03/15/24 C3740 Index,1208.40,0.00,1218.40,1241.05005,0,6,4942.81
20240206,20240205,S&P500,C,20240315,SPX240315C03750000,SPX US 03/15/24 C3750 Index,1198.50,1044.63,1208.50,1230.84998,0,572,4942.81
20240206,20240205,S&P500,C,20240315,SPX240315C03760000,SPX US 03/15/24 C3760 Index,1188.60,0.00,1198.60,1221.25000,0,0,4942.81
20240206,20240205,S&P500,C,20240315,SPX240315C03770000,SPX US 03/15/24 C3770 Index,1178.70,0.00,1188.60,1211.15002,0,1,4942.81
20240206,20240205,S&P500,C,20240315,SPX240315C03775000,SPX US 03/15/24 C3775 Index,1173.70,837.90,1183.70,1206.34998,0,32,4942.81
20240206,20240205,S&P500,C,20240315,SPX240315C03780000,SPX US 03/15/24 C3780 Index,1168.80,0.00,1178.70,1201.15002,0,0,4942.81
20240206,20240205,S&P500,C,20240315,SPX240315C03790000,SPX US 03/15/24 C3790 Index,1158.90,699.95,1168.80,1191.29999,0,2,4942.81
20240206,20240205,S&P500,C,20240315,SPX240315C03800000,SPX US 03/15/24 C3800 Index,1150.00,1169.46,1157.80,1181.50000,1,2647,4942.81
20240206,20240205,S&P500,C,20240315,SPX240315C03810000,SPX US 03/15/24 C3810 Index,1139.10,0.00,1149.00,1171.44995,0,3,4942.81
20240206,20240205,S&P500,C,20240315,SPX240315C03820000,SPX US 03/15/24 C3820 Index,1129.20,0.00,1139.10,1161.60004,0,1,4942.81
20240206,20240205,S&P500,C,20240315,SPX240315C03825000,SPX US 03/15/24 C3825 Index,1124.20,0.00,1134.10,1156.60004,0,36,4942.81
20240206,20240205,S&P500,C,20240315,SPX240315C03830000,SPX US 03/15/24 C3830 Index,1119.30,662.82,1129.20,1151.50000,0,1,4942.81
20240206,20240205,S&P500,C,20240315,SPX240315C03840000,SPX US 03/15/24 C3840 Index,1109.40,957.50,1119.30,1141.44995,0,15,4942.81
20240206,20240205,S&P500,C,20240315,SPX240315C03850000,SPX US 03/15/24 C3850 Index,1099.50,945.00,1109.30,1131.89996,0,1089,4942.81
20240206,20240205,S&P500,C,20240315,SPX240315C03860000,SPX US 03/15/24 C3860 Index,1089.60,0.00,1099.40,1121.89996,0,0,4942.81
20240206,20240205,S&P500,C,20240315,SPX240315C03870000,SPX US 03/15/24 C3870 Index,1079.70,0.00,1089.50,1112.00000,0,0,4942.81
20240206,20240205,S&P500,C,20240315,SPX240315C03875000,SPX US 03/15/24 C3875 Index,1074.70,823.13,1084.60,1107.10004,0,2460,4942.81
20240206,20240205,S&P500,C,20240315,SPX240315C03880000,SPX US 03/15/24 C3880 Index,1069.80,0.00,1079.60,1101.79999,0,0,4942.81
