std_dt,pbntc_dt,base_ast,stk_tp_cd,exr_dt,atk_nm,stk_cd,bid_prc,stk_clprc,ask_prc,setl_prc,trd_amt,opn_int,base_clprc
20241028,20241025,S&P500,C,20241115,SPX241115C06320000,SPX US 11/15/24 C6320 Index,0.45,1.40,0.65,0.65000,0,286,5808.12
20241028,20241025,S&P500,C,20241115,SPX241115C06325000,SPX US 11/15/24 C6325 Index,0.45,1.42,0.60,0.62500,0,109,5808.12
20241028,20241025,S&P500,C,20241115,SPX241115C06330000,SPX US 11/15/24 C6330 Index,0.45,0.75,0.60,0.60000,14,59,5808.12
20241028,20241025,S&P500,C,20241115,SPX241115C06340000,SPX US 11/15/24 C6340 Index,0.40,1.55,0.55,0.57500,0,76,5808.12
20241028,20241025,S&P500,C,20241115,SPX241115C06350000,SPX US 11/15/24 C6350 Index,0.40,0.86,0.55,0.55000,0,942,5808.12
20241028,20241025,S&P500,C,20241115,SPX241115C06360000,SPX US 11/15/24 C6360 Index,0.35,0.60,0.55,0.52500,0,79,5808.12
20241028,20241025,S&P500,C,20241115,SPX241115C06370000,SPX US 11/15/24 C6370 Index,0.35,1.25,0.50,0.47500,0,58,5808.12
20241028,20241025,S&P500,C,20241115,SPX241115C06375000,SPX US 11/15/24 C6375 Index,0.35,0.80,0.50,0.47500,0,60,5808.12
20241028,20241025,S&P500,C,20241115,SPX241115C06380000,SPX US 11/15/24 C6380 Index,0.30,0.97,0.50,0.47500,0,90,5808.12
20241028,20241025,S&P500,C,20241115,SPX241115C06390000,SPX US 11/15/24 C6390 Index,0.30,1.10,0.45,0.45000,0,75,5808.12
20241028,20241025,S&P500,C,20241115,SPX241115C06400000,SPX US 11/15/24 C6400 Index,0.30,0.35,0.45,0.42500,35,6503,5808.12
20241028,20241025,S&P500,C,20241115,SPX241115C06410000,SPX US 11/15/24 C6410 Index,0.25,0.00,0.45,0.42500,0,0,5808.12
20241028,20241025,S&P500,C,20241115,SPX241115C06420000,SPX US 11/15/24 C6420 Index,0.25,0.00,0.45,0.37500,0,0,5808.12
20241028,20241025,S&P500,C,20241115,SPX241115C06425000,SPX US 11/15/24 C6425 Index,0.25,0.95,0.40,0.37500,0,236,5808.12
20241028,20241025,S&P500,C,20241115,SPX241115C06430000,SPX US 11/15/24 C6430 Index,0.25,0.40,0.40,0.37500,200,108,5808.12
20241028,20241025,S&P500,C,20241115,SPX241115C06440000,SPX US 11/15/24 C6440 Index,0.25,0.45,0.40,0.37500,0,100,5808.12
20241028,20241025,S&P500,C,20241115,SPX241115C06450000,SPX US 11/15/24 C6450 Index,0.20,0.40,0.40,0.37500,100,1247,5808.12
20241028,20241025,S&P500,C,20241115,SPX241115C06475000,SPX US 11/15/24 C6475 Index,0.20,0.35,0.35,0.32500,20,130,5808.12
20241028,20241025,S&P500,C,20241115,SPX241115C06500000,SPX US 11/15/24 C6500 Index,0.15,0.30,0.35,0.30000,22,8029,5808.12
20241028,20241025,S&P500,C,20241115,SPX241115C06525000,SPX US 11/15/24 C6525 Index,0.15,0.40,0.30,0.27500,0,60,5808.12
20241028,20241025,S&P500,C,20241115,SPX241115C06550000,SPX US 11/15/24 C6550 Index,0.15,0.35,0.30,0.27500,0,527,5808.12
20241028,20241025,S&P500,C,20241115,SPX241115C06575000,SPX US 11/15/24 C6575 Index,0.10,0.40,0.30,0.22500,0,10,5808.12
20241028,20241025,S&P500,C,20241115,SPX241115C06600000,SPX US 11/15/24 C6600 Index,0.10,0.17,0.25,0.20000,9,4187,5808.12
20241028,20241025,S&P500,C,20241115,SPX241115C06650000,SPX US 11/15/24 C6650 Index,0.05,0.30,0.25,0.17500,0,567,5808.12
20241028,20241025,S&P500,C,20241115,SPX241115C06700000,SPX US 11/15/24 C6700 Index,0.05,0.12,0.20,0.15000,6,1181,5808.12
20241028,20241025,S&P500,C,20241115,SPX241115C06800000,SPX US 11/15/24 C6800 Index,0.05,0.15,0.20,0.12500,0,996,5808.12
20241028,20241025,S&P500,C,20241115,SPX241115C06900000,SPX US 11/15/24 C6900 Index,0.05,0.15,0.15,0.10000,10,2853,5808.12
20241028,20241025,S&P500,C,20241115,SPX241115C07000000,SPX US 11/15/24 C7000 Index,,0.10,0.15,0.10000,43,4933,5808.12
20241028,20241025,S&P500,C,20241115,SPX241115C07100000,SPX US 11/15/24 C7100 Index,,0.10,0.15,0.05000,27,706,5808.12
20241028,20241025,S&P500,C,20241115,SPX241115C07200000,SPX US 11/15/24 C7200 Index,,0.10,0.15,0.05000,10,348,5808.12
20241028,20241025,S&P500,C,20241115,SPX241115C07400000,SPX US 11/15/24 C7400 Index,,0.10,0.15,0.07500,0,543,5808.12
20241028,20241025,S&P500,C,20241115,SPX241115C07600000,SPX US 11/15/24 C7600 Index,,0.05,0.10,0.05000,0,571,5808.12
20241028,20241025,S&P500,C,20241115,SPX241115C07800000,SPX US 11/15/24 C7800 Index,,0.05,0.05,0.05000,730,180,5808.12
20241028,20241025,S&P500,C,20241115,SPX241115C08000000,SPX US 11/15/24 C8000 Index,,0.05,0.05,0.05000,100,441,5808.12
20241028,20241025,S&P500,C,20241115,SPX241115C08200000,SPX US 11/15/24 C8200 Index,,0.05,0.10,0.02500,0,1750,5808.12
20241028,20241025,S&P500,C,20241115,SPX241115C08400000,SPX US 11/15/24 C8400 Index,,0.05,0.10,0.02500,0,962,5808.12
20241028,20241025,S&P500,C,20241115,SPX241115C08600000,SPX US 11/15/24 C8600 Index,,0.00,0.10,0.05000,0,0,5808.12
20241028,20241025,S&P500,C,20241115,SPX241115C08800000,SPX US 11/15/24 C8800 Index,,0.10,0.10,0.05000,0,8,5808.12
20241028,20241025,S&P500,C,20241115,SPX241115C09000000,SPX US 11/15/24 C9000 Index,,0.00,0.10,0.05000,0,201,5808.12
20241028,20241025,S&P500,C,20241220,SPX241220C00200000,SPX US 12/20/24 C200 Index,5591.40,5646.52,5607.10,5604.89990,0,5285,5808.12
20241028,20241025,S&P500,C,20241220,SPX241220C00400000,SPX US 12/20/24 C400 Index,5393.00,5318.53,5408.60,5406.50000,0,2856,5808.12
20241028,20241025,S&P500,C,20241220,SPX241220C00500000,SPX US 12/20/24 C500 Index,5293.70,0.00,5309.40,5307.00000,0,1,5808.12
20241028,20241025,S&P500,C,20241220,SPX241220C00600000,SPX US 12/20/24 C600 Index,5194.30,5098.40,5210.20,5208.10010,0,2557,5808.12
20241028,20241025,S&P500,C,20250117,SPX250117C05640000,SPX US 01/17/25 C5640 Index,322.60,357.90,324.30,325.40001,0,201,5808.12
20241028,20241025,S&P500,C,20250117,SPX250117C05645000,SPX US 01/17/25 C5645 Index,318.70,332.90,320.40,321.50000,0,19,5808.12
