std_dt,pbntc_dt,base_ast,stk_tp_cd,exr_dt,atk_nm,stk_cd,bid_prc,stk_clprc,ask_prc,setl_prc,trd_amt,opn_int,base_clprc
20240208,20240207,S&P500,C,20240315,SPX240315C02650000,SPX US 03/15/24 C2650 Index,2345.40,0.00,2356.30,2300.00000,0,0,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C02700000,SPX US 03/15/24 C2700 Index,2297.60,1710.13,2305.20,2250.09998,0,2150,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C02725000,SPX US 03/15/24 C2725 Index,2270.90,1888.28,2281.70,2225.44995,0,2050,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C02750000,SPX US 03/15/24 C2750 Index,2246.10,0.00,2256.80,2200.65002,0,0,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C02775000,SPX US 03/15/24 C2775 Index,2221.20,0.00,2232.00,2175.80005,0,0,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C02800000,SPX US 03/15/24 C2800 Index,2196.40,0.00,2207.20,2151.00000,0,5,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C02825000,SPX US 03/15/24 C2825 Index,2171.60,0.00,2182.30,2126.19995,0,4,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C02850000,SPX US 03/15/24 C2850 Index,2146.70,0.00,2157.40,2101.30005,0,10,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C02875000,SPX US 03/15/24 C2875 Index,2121.90,1740.06,2132.60,2076.50000,0,50,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C02900000,SPX US 03/15/24 C2900 Index,2097.10,0.00,2107.70,2051.65002,0,0,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C02925000,SPX US 03/15/24 C2925 Index,2072.30,1668.27,2082.90,2026.80005,0,150,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C02950000,SPX US 03/15/24 C2950 Index,2049.20,1647.23,2056.80,2002.00000,0,2006,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C02975000,SPX US 03/15/24 C2975 Index,2022.60,0.00,2033.20,1977.04999,0,0,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C03000000,SPX US 03/15/24 C3000 Index,1997.80,1947.76,2008.40,1952.29999,0,1469,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C03025000,SPX US 03/15/24 C3025 Index,1973.00,1592.86,1983.50,1927.45001,0,2000,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C03050000,SPX US 03/15/24 C3050 Index,1948.10,0.00,1958.60,1902.59998,0,0,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C03075000,SPX US 03/15/24 C3075 Index,1923.30,1602.67,1933.80,1877.79999,0,11,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C03100000,SPX US 03/15/24 C3100 Index,1898.40,1754.79,1908.90,1853.00000,0,25,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C03125000,SPX US 03/15/24 C3125 Index,1873.60,1528.06,1884.10,1828.09998,0,106,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C03150000,SPX US 03/15/24 C3150 Index,1848.80,0.00,1859.30,1803.25000,0,33,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C03175000,SPX US 03/15/24 C3175 Index,1824.00,0.00,1834.40,1778.50000,0,3,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C03200000,SPX US 03/15/24 C3200 Index,1799.20,1534.31,1809.60,1753.59998,0,13,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C03225000,SPX US 03/15/24 C3225 Index,1774.30,0.00,1784.80,1728.84998,0,3,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C03250000,SPX US 03/15/24 C3250 Index,1751.20,1553.81,1758.80,1704.09998,0,1801,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C03275000,SPX US 03/15/24 C3275 Index,1724.70,1380.96,1735.10,1679.15002,0,100,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C03300000,SPX US 03/15/24 C3300 Index,1699.90,0.00,1710.20,1654.34998,0,2,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C03325000,SPX US 03/15/24 C3325 Index,1675.10,0.00,1685.40,1629.50000,0,2,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C03350000,SPX US 03/15/24 C3350 Index,1650.20,0.00,1660.60,1604.70001,0,6,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C03375000,SPX US 03/15/24 C3375 Index,1625.40,0.00,1635.70,1579.89996,0,5,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C03400000,SPX US 03/15/24 C3400 Index,1600.60,1353.00,1610.90,1555.00000,0,70,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C03425000,SPX US 03/15/24 C3425 Index,1575.80,0.00,1586.10,1530.25000,0,65,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C03450000,SPX US 03/15/24 C3450 Index,1550.90,1161.57,1561.20,1505.44995,0,73,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C03475000,SPX US 03/15/24 C3475 Index,1526.10,0.00,1536.40,1480.65002,0,8,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C03500000,SPX US 03/15/24 C3500 Index,1501.30,1460.24,1511.50,1455.79999,0,146,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C03520000,SPX US 03/15/24 C3520 Index,1481.50,1228.00,1491.70,1435.94995,0,1,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C03525000,SPX US 03/15/24 C3525 Index,1476.50,1162.27,1486.70,1430.94995,0,3,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C03530000,SPX US 03/15/24 C3530 Index,1471.60,1217.99,1481.80,1426.05005,0,1,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C03540000,SPX US 03/15/24 C3540 Index,1461.60,0.00,1471.80,1416.15002,0,0,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C03550000,SPX US 03/15/24 C3550 Index,1451.70,0.00,1461.90,1406.15002,0,48,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C03560000,SPX US 03/15/24 C3560 Index,1441.80,0.00,1452.00,1396.20001,0,0,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C03570000,SPX US 03/15/24 C3570 Index,1431.90,0.00,1442.00,1386.34998,0,0,4995.06
20240208,20240207,S&P500,C,20240315,SPX240315C03575000,SPX US 03/15/24 C3575 Index,1426.90,0.00,1437.10,1381.39996,0,0,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C05170000,SPX US 04/19/24 C5170 Index,43.10,43.10,43.70,30.00000,310,1614,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C05175000,SPX US 04/19/24 C5175 Index,41.60,43.07,42.20,28.90000,1317,4600,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C05180000,SPX US 04/19/24 C5180 Index,40.20,40.20,40.80,27.80000,31,249,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C05190000,SPX US 04/19/24 C5190 Index,37.40,38.52,38.00,25.75000,12,4,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C05200000,SPX US 04/19/24 C5200 Index,34.80,34.77,35.40,23.85000,1698,11939,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C05210000,SPX US 04/19/24 C5210 Index,32.40,33.45,32.90,22.05000,39,115,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C05220000,SPX US 04/19/24 C5220 Index,30.10,27.00,30.60,20.35000,300,40,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C05225000,SPX US 04/19/24 C5225 Index,29.00,29.14,29.50,19.60000,5,1156,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C05230000,SPX US 04/19/24 C5230 Index,27.90,20.77,28.40,18.80000,0,51,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C05240000,SPX US 04/19/24 C5240 Index,25.80,17.50,26.40,17.30000,0,363,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C05250000,SPX US 04/19/24 C5250 Index,23.90,24.30,24.40,15.90000,71,1413,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C05260000,SPX US 04/19/24 C5260 Index,22.10,15.90,22.60,14.60000,0,29,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C05270000,SPX US 04/19/24 C5270 Index,20.40,9.80,20.90,13.45000,0,47,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C05275000,SPX US 04/19/24 C5275 Index,19.60,19.89,20.10,12.90000,200,2438,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C05280000,SPX US 04/19/24 C5280 Index,18.80,18.55,19.30,12.35000,5,107,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C05290000,SPX US 04/19/24 C5290 Index,17.40,14.75,17.80,11.30000,2,295,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C05300000,SPX US 04/19/24 C5300 Index,16.00,16.67,16.40,10.40000,3067,10508,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C05310000,SPX US 04/19/24 C5310 Index,14.70,14.70,15.10,9.50000,1,877,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C05320000,SPX US 04/19/24 C5320 Index,13.50,11.45,13.90,8.70000,2,158,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C05325000,SPX US 04/19/24 C5325 Index,12.90,13.00,13.30,8.35000,66,2902,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C05350000,SPX US 04/19/24 C5350 Index,10.40,10.43,10.70,6.70000,2003,2139,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C05375000,SPX US 04/19/24 C5375 Index,8.40,8.63,8.70,5.30000,5,311,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C05400000,SPX US 04/19/24 C5400 Index,6.70,6.80,6.90,4.30000,39,7066,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C05425000,SPX US 04/19/24 C5425 Index,5.30,5.20,5.60,3.40000,61,120,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C05450000,SPX US 04/19/24 C5450 Index,4.30,4.40,4.40,2.77500,266,1408,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C05475000,SPX US 04/19/24 C5475 Index,3.40,3.50,3.70,2.25000,2,1,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C05500000,SPX US 04/19/24 C5500 Index,2.75,2.80,2.90,1.85000,355,724,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C05525000,SPX US 04/19/24 C5525 Index,2.25,0.00,2.40,1.52500,0,0,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C05550000,SPX US 04/19/24 C5550 Index,1.85,2.02,2.00,1.27500,6,43,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C05575000,SPX US 04/19/24 C5575 Index,1.50,1.55,1.65,1.07500,46,0,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C05600000,SPX US 04/19/24 C5600 Index,1.25,1.47,1.40,0.90000,62,670,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C05650000,SPX US 04/19/24 C5650 Index,0.90,1.00,1.00,0.67500,173,192,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C05700000,SPX US 04/19/24 C5700 Index,0.65,0.80,0.75,0.50000,233,228,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C05800000,SPX US 04/19/24 C5800 Index,0.40,0.47,0.50,0.30000,89,374,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C05900000,SPX US 04/19/24 C5900 Index,0.25,0.30,0.35,0.20000,10,107,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C06000000,SPX US 04/19/24 C6000 Index,0.15,0.20,0.25,0.15000,2,760,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C06100000,SPX US 04/19/24 C6100 Index,0.10,0.15,0.20,0.10000,0,5919,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C06200000,SPX US 04/19/24 C6200 Index,0.10,0.10,0.15,0.05000,105,1328,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C06300000,SPX US 04/19/24 C6300 Index,0.05,0.05,0.15,0.05000,0,5,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C06400000,SPX US 04/19/24 C6400 Index,,0.10,0.10,0.05000,0,10505,4995.06
20240208,20240207,S&P500,C,20240419,SPX240419C06600000,SPX US 04/19/24 C6600 Index,,0.05,0.10,0.05000,80,2143,4995.06
20240208,20240207,S&P500,C,20240517,SPX240517C00200000,SPX US 05/17/24 C200 Index,4769.80,4717.20,4787.90,4728.30005,0,35,4995.06
20240208,20240207,S&P500,C,20240517,SPX240517C00400000,SPX US 05/17/24 C400 Index,4573.00,4154.57,4590.70,4531.29980,0,9,4995.06
20240208,20240207,S&P500,C,20240719,SPX240719C04050000,SPX US 07/19/24 C4050 Index,1028.40,404.04,1039.70,985.39999,0,3,4995.06
20240208,20240207,S&P500,C,20240719,SPX240719C04075000,SPX US 07/19/24 C4075 Index,1004.80,740.60,1016.00,961.70001,0,7,4995.06
20240208,20240207,S&P500,C,20240719,SPX240719C04100000,SPX US 07/19/24 C4100 Index,981.30,448.53,992.40,938.30002,0,69,4995.06
20240208,20240207,S&P500,C,20240719,SPX240719C04120000,SPX US 07/19/24 C4120 Index,962.50,0.00,973.50,919.54999,0,0,4995.06
20240208,20240207,S&P500,C,20240719,SPX240719C04125000,SPX US 07/19/24 C4125 Index,957.80,375.58,968.80,915.04999,0,49,4995.06
20240208,20240207,S&P500,C,20240719,SPX240719C04130000,SPX US 07/19/24 C4130 Index,953.10,0.00,964.10,910.14999,0,0,4995.06
20240208,20240207,S&P500,C,20240719,SPX240719C04140000,SPX US 07/19/24 C4140 Index,943.70,0.00,954.70,901.00000,0,0,4995.06
20240208,20240207,S&P500,C,20240719,SPX240719C04150000,SPX US 07/19/24 C4150 Index,934.40,774.76,945.30,891.59998,0,46,4995.06
20240208,20240207,S&P500,C,20240719,SPX240719C04160000,SPX US 07/19/24 C4160 Index,925.00,0.00,935.90,882.25000,0,0,4995.06
20240208,20240207,S&P500,C,20240719,SPX240719C04170000,SPX US 07/19/24 C4170 Index,915.60,0.00,926.50,872.79999,0,0,4995.06
20240208,20240207,S&P500,C,20240719,SPX240719C04175000,SPX US 07/19/24 C4175 Index,911.00,458.41,921.80,868.10001,0,7,4995.06
20240208,20240207,S&P500,C,20240719,SPX240719C04180000,SPX US 07/19/24 C4180 Index,906.30,0.00,917.10,863.70001,0,0,4995.06
20240208,20240207,S&P500,C,20240719,SPX240719C04190000,SPX US 07/19/24 C4190 Index,897.00,0.00,907.70,854.19998,0,0,4995.06
20240208,20240207,S&P500,C,20240719,SPX240719C04200000,SPX US 07/19/24 C4200 Index,887.60,828.98,898.30,845.04999,0,773,4995.06
20240208,20240207,S&P500,C,20240719,SPX240719C04210000,SPX US 07/19/24 C4210 Index,878.30,819.99,888.90,835.64999,0,1,4995.06
20240208,20240207,S&P500,C,20240719,SPX240719C04220000,SPX US 07/19/24 C4220 Index,869.00,0.00,879.60,826.60001,0,0,4995.06
20240208,20240207,S&P500,C,20240719,SPX240719C04225000,SPX US 07/19/24 C4225 Index,864.30,805.93,874.90,821.89999,0,87,4995.06
20240208,20240207,S&P500,C,20240719,SPX240719C04230000,SPX US 07/19/24 C4230 Index,859.70,0.00,870.20,817.39999,0,0,4995.06
20240208,20240207,S&P500,C,20240719,SPX240719C04240000,SPX US 07/19/24 C4240 Index,850.40,0.00,860.90,808.00000,0,0,4995.06
20240208,20240207,S&P500,C,20240719,SPX240719C04250000,SPX US 07/19/24 C4250 Index,841.10,776.52,851.60,798.69998,0,47,4995.06
20240208,20240207,S&P500,C,20240719,SPX240719C04260000,SPX US 07/19/24 C4260 Index,831.80,766.62,842.30,789.50000,0,1,4995.06
20240208,20240207,S&P500,C,20240719,SPX240719C04270000,SPX US 07/19/24 C4270 Index,822.60,0.00,832.90,780.45001,0,0,4995.06
20240208,20240207,S&P500,C,20240719,SPX240719C04275000,SPX US 07/19/24 C4275 Index,818.00,660.41,828.30,775.69998,0,16,4995.06
20240208,20240207,S&P500,C,20240719,SPX240719C04280000,SPX US 07/19/24 C4280 Index,813.30,0.00,823.60,771.25000,0,0,4995.06
20240208,20240207,S&P500,C,20240719,SPX240719C04290000,SPX US 07/19/24 C4290 Index,804.10,0.00,814.40,762.04999,0,0,4995.06
20240208,20240207,S&P500,C,20240719,SPX240719C04300000,SPX US 07/19/24 C4300 Index,794.90,598.49,805.10,752.90002,0,131,4995.06
20240208,20240207,S&P500,C,20240719,SPX240719C04310000,SPX US 07/19/24 C4310 Index,785.70,660.93,795.80,743.64999,0,1,4995.06
20240208,20240207,S&P500,C,20240719,SPX240719C04320000,SPX US 07/19/24 C4320 Index,776.40,0.00,786.60,734.64999,0,0,4995.06
20240208,20240207,S&P500,C,20240719,SPX240719C04325000,SPX US 07/19/24 C4325 Index,771.80,727.59,781.90,729.94998,0,170,4995.06
20240208,20240207,S&P500,C,20240719,SPX240719C04330000,SPX US 07/19/24 C4330 Index,767.30,0.00,777.30,725.30002,0,0,4995.06
20240208,20240207,S&P500,C,20240719,SPX240719C04340000,SPX US 07/19/24 C4340 Index,758.10,0.00,768.10,716.19998,0,0,4995.06
20240208,20240207,S&P500,C,20240719,SPX240719C04350000,SPX US 07/19/24 C4350 Index,748.90,629.76,758.90,707.19998,0,703,4995.06
20240208,20240207,S&P500,C,20240719,SPX240719C04360000,SPX US 07/19/24 C4360 Index,739.70,0.00,749.60,697.95001,0,0,4995.06
20240208,20240207,S&P500,C,20240719,SPX240719C04370000,SPX US 07/19/24 C4370 Index,730.60,0.00,740.50,688.89999,0,0,4995.06
20240208,20240207,S&P500,C,20240719,SPX240719C04375000,SPX US 07/19/24 C4375 Index,726.10,284.75,735.90,684.39999,0,169,4995.06
20240208,20240207,S&P500,C,20240719,SPX240719C04380000,SPX US 07/19/24 C4380 Index,721.50,0.00,731.30,679.94998,0,0,4995.06
20240208,20240207,S&P500,C,20240719,SPX240719C04390000,SPX US 07/19/24 C4390 Index,712.40,0.00,722.10,670.89999,0,0,4995.06
20240208,20240207,S&P500,C,20240719,SPX240719C04400000,SPX US 07/19/24 C4400 Index,706.30,649.40,709.90,663.19998,0,1801,4995.06
20240208,20240207,S&P500,C,20240719,SPX240719C04410000,SPX US 07/19/24 C4410 Index,694.20,0.00,703.80,652.85001,0,0,4995.06
