std_dt,pbntc_dt,base_ast,stk_tp_cd,exr_dt,atk_nm,stk_cd,bid_prc,stk_clprc,ask_prc,setl_prc,trd_amt,opn_int,base_clprc
20250512,20250509,S&P500,C,20250620,SPX250620C04870000,SPX US 06/20/25 C4870 Index,812.00,0.00,821.80,852.75000,0,0,5659.91
20250512,20250509,S&P500,C,20250620,SPX250620C04875000,SPX US 06/20/25 C4875 Index,807.20,650.69,817.00,847.94998,0,205,5659.91
20250512,20250509,S&P500,C,20250620,SPX250620C04880000,SPX US 06/20/25 C4880 Index,802.40,378.65,812.20,843.25000,0,52,5659.91
20250512,20250509,S&P500,C,20250620,SPX250620C04885000,SPX US 06/20/25 C4885 Index,797.60,691.87,807.10,838.29999,0,50,5659.91
20250512,20250509,S&P500,C,20250620,SPX250620C04890000,SPX US 06/20/25 C4890 Index,792.70,0.00,802.30,833.30002,0,0,5659.91
20250512,20250509,S&P500,C,20250620,SPX250620C04895000,SPX US 06/20/25 C4895 Index,788.00,406.91,797.50,828.64999,0,297,5659.91
20250512,20250509,S&P500,C,20250620,SPX250620C04900000,SPX US 06/20/25 C4900 Index,786.20,825.00,791.70,824.00000,0,5353,5659.91
20250512,20250509,S&P500,C,20250620,SPX250620C04905000,SPX US 06/20/25 C4905 Index,778.50,393.41,788.30,819.15002,0,243,5659.91
20250512,20250509,S&P500,C,20250620,SPX250620C04910000,SPX US 06/20/25 C4910 Index,773.70,609.53,783.50,814.60001,0,548,5659.91
20250512,20250509,S&P500,C,20250620,SPX250620C04915000,SPX US 06/20/25 C4915 Index,768.90,602.20,778.40,809.75000,0,100,5659.91
20250512,20250509,S&P500,C,20250620,SPX250620C04920000,SPX US 06/20/25 C4920 Index,764.20,780.36,773.60,804.94998,0,158,5659.91
20250512,20250509,S&P500,C,20250620,SPX250620C04925000,SPX US 06/20/25 C4925 Index,759.20,302.67,769.00,800.25000,0,290,5659.91
20250512,20250509,S&P500,C,20250620,SPX250620C04930000,SPX US 06/20/25 C4930 Index,754.40,388.13,764.60,795.29999,0,841,5659.91
