std_dt,pbntc_dt,base_ast,stk_tp_cd,exr_dt,atk_nm,stk_cd,bid_prc,stk_clprc,ask_prc,setl_prc,trd_amt,opn_int,base_clprc
20240821,20240820,S&P500,C,20241018,SPX241018C05020000,SPX US 10/18/24 C5020 Index,636.30,0.00,640.10,628.39999,0,1364,5597.12
20240821,20240820,S&P500,C,20241018,SPX241018C05025000,SPX US 10/18/24 C5025 Index,631.60,587.30,635.40,623.64999,0,1094,5597.12
20240821,20240820,S&P500,C,20241018,SPX241018C05030000,SPX US 10/18/24 C5030 Index,626.70,0.00,630.70,618.79998,0,204,5597.12
20240821,20240820,S&P500,C,20241018,SPX241018C05035000,SPX US 10/18/24 C5035 Index,621.90,446.01,625.90,614.14999,0,53,5597.12
20240821,20240820,S&P500,C,20241018,SPX241018C05040000,SPX US 10/18/24 C5040 Index,617.20,0.00,621.20,609.29998,0,35,5597.12
20240821,20240820,S&P500,C,20241018,SPX241018C05045000,SPX US 10/18/24 C5045 Index,612.50,0.00,616.00,604.89999,0,1,5597.12
20240821,20240820,S&P500,C,20241018,SPX241018C05050000,SPX US 10/18/24 C5050 Index,607.90,0.00,611.70,600.00000,0,4041,5597.12
20240821,20240820,S&P500,C,20241018,SPX241018C05055000,SPX US 10/18/24 C5055 Index,603.00,0.00,606.50,595.09997,0,1,5597.12
20240821,20240820,S&P500,C,20241018,SPX241018C05060000,SPX US 10/18/24 C5060 Index,598.30,0.00,602.30,590.45001,0,14,5597.12
20240821,20240820,S&P500,C,20241018,SPX241018C05065000,SPX US 10/18/24 C5065 Index,593.60,0.00,597.60,585.59997,0,41,5597.12
20240821,20240820,S&P500,C,20241018,SPX241018C05070000,SPX US 10/18/24 C5070 Index,589.20,0.00,592.80,580.90002,0,11,5597.12
20240821,20240820,S&P500,C,20241018,SPX241018C05075000,SPX US 10/18/24 C5075 Index,584.50,450.81,587.60,576.25000,0,373,5597.12
20240821,20240820,S&P500,C,20241018,SPX241018C05080000,SPX US 10/18/24 C5080 Index,579.80,500.10,582.90,571.54998,0,66,5597.12
20240821,20240820,S&P500,C,20241018,SPX241018C05085000,SPX US 10/18/24 C5085 Index,575.10,0.00,578.20,566.85000,0,7,5597.12
20240821,20240820,S&P500,C,20241018,SPX241018C05090000,SPX US 10/18/24 C5090 Index,570.40,0.00,573.50,562.09997,0,15,5597.12
