std_dt,pbntc_dt,base_ast,stk_tp_cd,exr_dt,atk_nm,stk_cd,bid_prc,stk_clprc,ask_prc,setl_prc,trd_amt,opn_int,base_clprc
20241113,20241112,S&P500,C,20241115,SPX241115C06115000,SPX US 11/15/24 C6115 Index,0.25,0.29,0.40,1.15000,314,915,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06120000,SPX US 11/15/24 C6120 Index,0.20,0.39,0.35,0.97500,9,1163,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06125000,SPX US 11/15/24 C6125 Index,0.15,0.23,0.30,0.82500,21,1583,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06130000,SPX US 11/15/24 C6130 Index,0.10,0.14,0.25,0.70000,100,647,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06135000,SPX US 11/15/24 C6135 Index,0.10,0.15,0.25,0.60000,852,233,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06140000,SPX US 11/15/24 C6140 Index,0.05,0.15,0.20,0.50000,205,634,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06145000,SPX US 11/15/24 C6145 Index,0.05,0.10,0.20,0.45000,100,475,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06150000,SPX US 11/15/24 C6150 Index,0.10,0.17,0.15,0.40000,31,3562,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06155000,SPX US 11/15/24 C6155 Index,0.05,0.55,0.15,0.35000,0,247,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06160000,SPX US 11/15/24 C6160 Index,0.05,0.15,0.15,0.30000,4,664,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06165000,SPX US 11/15/24 C6165 Index,0.05,0.40,0.15,0.27500,0,139,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06170000,SPX US 11/15/24 C6170 Index,0.05,0.15,0.15,0.27500,2039,2459,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06175000,SPX US 11/15/24 C6175 Index,0.05,0.15,0.10,0.25000,3,1791,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06180000,SPX US 11/15/24 C6180 Index,0.05,0.09,0.15,0.20000,2,336,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06185000,SPX US 11/15/24 C6185 Index,,0.15,0.15,0.20000,1,104,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06190000,SPX US 11/15/24 C6190 Index,,0.10,0.15,0.20000,2,324,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06195000,SPX US 11/15/24 C6195 Index,,0.10,0.15,0.17500,2,32,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06200000,SPX US 11/15/24 C6200 Index,0.05,0.07,0.15,0.15000,369,11702,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06205000,SPX US 11/15/24 C6205 Index,,0.20,0.10,0.15000,0,23,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06210000,SPX US 11/15/24 C6210 Index,,0.10,0.10,0.15000,205,567,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06220000,SPX US 11/15/24 C6220 Index,,0.20,0.10,0.15000,0,346,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06225000,SPX US 11/15/24 C6225 Index,0.05,0.09,0.10,0.12500,2,2316,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06230000,SPX US 11/15/24 C6230 Index,,0.10,0.10,0.12500,4,89,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06240000,SPX US 11/15/24 C6240 Index,,0.10,0.10,0.12500,10,102,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06250000,SPX US 11/15/24 C6250 Index,,0.05,0.10,0.10000,2,2012,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06260000,SPX US 11/15/24 C6260 Index,,0.15,0.10,0.10000,0,228,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06270000,SPX US 11/15/24 C6270 Index,,0.15,0.10,0.10000,0,111,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06275000,SPX US 11/15/24 C6275 Index,,0.15,0.10,0.10000,0,1230,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06280000,SPX US 11/15/24 C6280 Index,,0.05,0.10,0.10000,1,134,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06290000,SPX US 11/15/24 C6290 Index,,0.10,0.10,0.10000,0,114,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06300000,SPX US 11/15/24 C6300 Index,0.05,0.05,0.10,0.10000,3,7170,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06310000,SPX US 11/15/24 C6310 Index,,0.10,0.10,0.10000,0,180,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06320000,SPX US 11/15/24 C6320 Index,,0.07,0.10,0.10000,10,321,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06325000,SPX US 11/15/24 C6325 Index,,0.10,0.10,0.10000,0,441,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06330000,SPX US 11/15/24 C6330 Index,,0.10,0.10,0.10000,0,77,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06340000,SPX US 11/15/24 C6340 Index,,0.10,0.10,0.10000,0,87,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06350000,SPX US 11/15/24 C6350 Index,,0.10,0.10,0.10000,0,952,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06360000,SPX US 11/15/24 C6360 Index,,0.10,0.10,0.10000,0,827,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06370000,SPX US 11/15/24 C6370 Index,,0.10,0.10,0.10000,0,62,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06375000,SPX US 11/15/24 C6375 Index,,0.05,0.10,0.10000,1,66,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06380000,SPX US 11/15/24 C6380 Index,,0.05,0.10,0.10000,1,97,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06390000,SPX US 11/15/24 C6390 Index,,0.10,0.10,0.10000,0,94,5983.99
20241113,20241112,S&P500,C,20241115,SPX241115C06400000,SPX US 11/15/24 C6400 Index,,0.05,0.05,0.07500,11,5823,5983.99
20241113,20241112,S&P500,C,20250117,SPX250117C05200000,SPX US 01/17/25 C5200 Index,846.50,849.60,849.20,858.25000,0,8992,5983.99
20241113,20241112,S&P500,C,20250117,SPX250117C05210000,SPX US 01/17/25 C5210 Index,832.60,409.94,843.00,848.85001,0,2,5983.99
20241113,20241112,S&P500,C,20250117,SPX250117C05220000,SPX US 01/17/25 C5220 Index,822.90,564.32,833.40,839.64999,0,54,5983.99
20241113,20241112,S&P500,C,20250117,SPX250117C05225000,SPX US 01/17/25 C5225 Index,822.20,796.79,825.10,834.14999,0,797,5983.99
20241113,20241112,S&P500,C,20250117,SPX250117C05230000,SPX US 01/17/25 C5230 Index,813.30,0.00,823.70,829.55002,0,0,5983.99
20241113,20241112,S&P500,C,20250117,SPX250117C05240000,SPX US 01/17/25 C5240 Index,803.70,351.62,814.10,819.84998,0,1,5983.99
20241113,20241112,S&P500,C,20250117,SPX250117C05250000,SPX US 01/17/25 C5250 Index,798.30,767.42,801.00,809.85001,0,2687,5983.99
20241113,20241112,S&P500,C,20250117,SPX250117C05260000,SPX US 01/17/25 C5260 Index,785.60,462.10,794.90,801.14999,0,0,5983.99
20241113,20241112,S&P500,C,20250117,SPX250117C05270000,SPX US 01/17/25 C5270 Index,776.00,448.95,785.30,791.55002,0,26,5983.99
20241113,20241112,S&P500,C,20250117,SPX250117C05275000,SPX US 01/17/25 C5275 Index,774.10,685.25,777.00,785.85001,0,887,5983.99
20241113,20241112,S&P500,C,20250117,SPX250117C05280000,SPX US 01/17/25 C5280 Index,766.40,389.90,775.70,781.94998,0,18,5983.99
20241113,20241112,S&P500,C,20250117,SPX250117C05290000,SPX US 01/17/25 C5290 Index,755.70,312.30,766.10,772.35001,0,20,5983.99
20241113,20241112,S&P500,C,20250117,SPX250117C05300000,SPX US 01/17/25 C5300 Index,750.40,726.58,753.10,762.15002,0,10198,5983.99
20241113,20241112,S&P500,C,20250117,SPX250117C05310000,SPX US 01/17/25 C5310 Index,736.50,338.31,746.90,752.75000,0,6,5983.99
20241113,20241112,S&P500,C,20250117,SPX250117C05320000,SPX US 01/17/25 C5320 Index,727.00,448.16,737.40,743.14999,0,7,5983.99
20241113,20241112,S&P500,C,20250117,SPX250117C05325000,SPX US 01/17/25 C5325 Index,726.50,535.33,729.20,738.00000,0,1722,5983.99
20241113,20241112,S&P500,C,20250117,SPX250117C05330000,SPX US 01/17/25 C5330 Index,717.40,297.40,727.80,733.60001,0,104,5983.99
20241113,20241112,S&P500,C,20250117,SPX250117C05340000,SPX US 01/17/25 C5340 Index,707.90,340.93,718.30,724.05002,0,69,5983.99
20241113,20241112,S&P500,C,20250117,SPX250117C05350000,SPX US 01/17/25 C5350 Index,702.60,475.43,705.30,714.50000,0,1780,5983.99
20241113,20241112,S&P500,C,20250117,SPX250117C05360000,SPX US 01/17/25 C5360 Index,690.00,333.34,699.20,705.05002,0,4,5983.99
20241113,20241112,S&P500,C,20250117,SPX250117C05370000,SPX US 01/17/25 C5370 Index,680.50,416.04,689.70,695.50000,0,68,5983.99
20241113,20241112,S&P500,C,20250117,SPX250117C05375000,SPX US 01/17/25 C5375 Index,678.90,577.18,681.50,690.79999,0,1335,5983.99
20241113,20241112,S&P500,C,20250117,SPX250117C05380000,SPX US 01/17/25 C5380 Index,671.00,534.69,680.20,686.00000,0,83,5983.99
20241113,20241112,S&P500,C,20250117,SPX250117C05390000,SPX US 01/17/25 C5390 Index,660.40,536.30,670.70,676.55002,0,58,5983.99
20241113,20241112,S&P500,C,20250117,SPX250117C05400000,SPX US 01/17/25 C5400 Index,655.20,667.72,657.80,666.89999,0,5314,5983.99
20241113,20241112,S&P500,C,20250117,SPX250117C05410000,SPX US 01/17/25 C5410 Index,642.60,443.42,651.80,657.60001,0,58,5983.99
20241113,20241112,S&P500,C,20250117,SPX250117C05420000,SPX US 01/17/25 C5420 Index,633.10,404.60,642.40,648.14999,0,41,5983.99
20241113,20241112,S&P500,C,20250117,SPX250117C05425000,SPX US 01/17/25 C5425 Index,631.60,452.60,634.20,643.29999,0,1765,5983.99
20241113,20241112,S&P500,C,20250117,SPX250117C05430000,SPX US 01/17/25 C5430 Index,622.60,515.60,632.90,639.25000,0,145,5983.99
