,Open,High,Low,Close,Volume,Adj Close
1993-07-20,44.6875,44.84375,44.46875,44.84375,68500,25.178007125854492
1993-07-21,44.78125,44.8125,44.65625,44.8125,142700,25.160463333129883
1993-07-22,44.75,44.8125,44.5,44.5,632400,24.98501205444336
1993-07-23,44.59375,44.71875,44.5625,44.71875,286200,25.107812881469727
1993-07-26,44.84375,45.0625,44.84375,44.96875,121300,25.248193740844727
1993-07-27,45.0,45.03125,44.78125,44.9375,92800,25.230642318725586
1993-07-28,44.84375,44.9375,44.78125,44.84375,30800,25.178007125854492
1993-07-29,44.9375,45.21875,44.875,45.09375,331000,25.318382263183594
1993-07-30,45.09375,45.09375,44.78125,44.84375,75300,25.178007125854492
1993-08-02,44.90625,45.125,44.90625,44.96875,41300,25.248193740844727
1993-08-03,45.0625,45.1875,44.84375,45.0,81600,25.2657413482666
1993-08-04,45.0,45.09375,44.875,45.0,434000,25.2657413482666
1993-08-05,45.0,45.0,44.84375,44.90625,36800,25.21310043334961
1993-08-06,45.03125,45.0625,44.90625,44.96875,402300,25.248193740844727
1993-08-09,45.09375,45.34375,45.0,45.21875,828200,25.38855743408203
1993-08-10,45.1875,45.21875,45.125,45.1875,604900,25.371002197265625
1993-08-11,45.15625,45.3125,45.15625,45.1875,542200,25.371002197265625
1993-08-12,45.3125,45.3125,44.90625,45.0625,303700,25.300832748413086
1993-08-13,45.09375,45.15625,45.09375,45.125,103500,25.335920333862305
1993-08-16,45.15625,45.5,45.15625,45.375,241800,25.47629737854004
1993-08-17,45.34375,45.53125,45.34375,45.53125,369300,25.564016342163086
1993-08-18,45.6875,45.875,45.65625,45.78125,414300,25.704395294189453
1993-08-19,45.8125,45.8125,45.71875,45.78125,28500,25.704395294189453
1993-08-20,45.6875,45.8125,45.65625,45.8125,80700,25.721939086914062
1993-08-23,45.625,45.75,45.625,45.71875,15600,25.66929054260254
1993-08-24,45.71875,46.21875,45.71875,46.21875,273400,25.95001792907715
1993-08-25,46.21875,46.4375,46.15625,46.25,242300,25.967575073242188
1993-08-26,46.28125,46.53125,46.09375,46.28125,120000,25.985118865966797
1993-08-27,46.15625,46.25,46.15625,46.25,25700,25.967575073242188
1993-08-30,46.28125,46.5,46.28125,46.4375,183500,26.072843551635742
1993-08-31,46.40625,46.5625,46.34375,46.5625,66500,26.143037796020508
1993-09-01,46.40625,46.59375,46.40625,46.5,136500,26.10794448852539
1993-09-02,46.53125,46.59375,46.3125,46.34375,472400,26.02020835876465
1993-09-03,46.3125,46.4375,46.25,46.375,630500,26.037744522094727
1993-09-07,46.375,46.4375,46.0,46.0625,196400,25.862285614013672
1993-09-08,46.0625,46.0625,45.59375,45.90625,269900,25.77456283569336
1993-09-09,45.71875,46.03125,45.71875,46.0,239200,25.827211380004883
1993-09-10,46.125,46.4375,46.0625,46.40625,106500,26.055299758911133
1993-09-13,46.5625,46.5625,46.4375,46.4375,66900,26.072843551635742
1993-09-14,46.3125,46.3125,46.09375,46.25,184500,25.967575073242188
1993-09-15,46.0625,46.40625,45.90625,46.375,101000,26.037744522094727
1993-09-16,46.3125,46.34375,46.15625,46.1875,54300,25.932479858398438
1993-09-17,45.875,45.90625,45.75,45.8125,200900,25.8822078704834
1993-09-20,45.875,45.96875,45.4375,45.4375,57800,25.67034339904785
1993-09-21,45.5,45.5625,44.8125,45.28125,318200,25.582054138183594
1993-09-22,45.4375,45.71875,45.375,45.65625,439700,25.793922424316406
1993-09-23,45.78125,45.9375,45.71875,45.90625,88500,25.935161590576172
1993-09-24,45.84375,45.875,45.71875,45.78125,53500,25.864553451538086
1993-09-27,46.125,46.28125,46.125,46.28125,274600,26.147024154663086
1993-09-28,46.3125,46.3125,46.15625,46.1875,158300,26.09406280517578
1993-09-29,46.1875,46.3125,45.96875,46.03125,221000,26.005786895751953
1993-09-30,46.03125,46.125,45.84375,45.9375,99300,25.95280647277832
1993-10-01,45.875,46.21875,45.8125,46.15625,22700,26.076400756835938
1993-10-04,46.21875,46.21875,46.09375,46.21875,1038500,26.11170768737793
1993-10-05,46.3125,46.3125,46.0,46.15625,436500,26.076400756835938
1993-10-06,46.1875,46.375,46.125,46.125,209200,26.058748245239258
1993-10-07,46.1875,46.1875,45.96875,46.0,59400,25.988126754760742
1993-10-08,46.125,46.15625,45.71875,46.0625,54400,26.02342414855957
1993-10-11,46.15625,46.25,46.15625,46.15625,467100,26.076400756835938
1993-10-12,46.21875,46.25,46.1875,46.21875,26200,26.11170768737793
1993-10-13,46.25,46.25,46.15625,46.21875,139100,26.11170768737793
1993-10-14,46.40625,46.8125,46.28125,46.8125,108100,26.447174072265625
1993-10-15,47.03125,47.15625,46.90625,47.0625,1502500,26.5883846282959
1993-10-18,47.03125,47.03125,46.875,46.9375,722400,26.51776885986328
1993-10-19,46.875,46.96875,46.59375,46.59375,880100,26.323564529418945
1993-10-20,46.75,46.75,46.5625,46.65625,230400,26.358888626098633
1993-10-21,46.6875,46.6875,46.53125,46.59375,56200,26.323564529418945
1993-10-22,46.65625,46.84375,46.375,46.375,390700,26.19997787475586
1993-10-25,46.40625,46.5625,46.28125,46.5,114500,26.270618438720703
1993-10-26,46.46875,46.5,46.3125,46.46875,186200,26.252960205078125
1993-10-27,46.40625,46.53125,46.40625,46.5,118400,26.270618438720703
1993-10-28,46.5625,46.96875,46.5625,46.84375,129600,26.464811325073242
1993-10-29,46.8125,46.875,46.78125,46.84375,80700,26.464811325073242
1993-11-01,46.78125,47.0,46.78125,46.96875,36400,26.535430908203125
1993-11-02,46.90625,47.0,46.65625,46.9375,262100,26.51776885986328
1993-11-03,46.90625,46.90625,46.125,46.34375,479100,26.182331085205078
1993-11-04,46.34375,46.34375,45.8125,45.84375,130400,25.89985466003418
1993-11-05,45.71875,46.0625,45.53125,46.0625,363200,26.02342414855957
1993-11-08,46.09375,46.25,45.96875,46.125,367600,26.058748245239258
1993-11-09,46.4375,46.46875,46.125,46.15625,246900,26.076400756835938
1993-11-10,46.15625,46.5,46.03125,46.5,46500,26.270618438720703
1993-11-11,46.5,46.625,46.34375,46.375,88900,26.19997787475586
1993-11-12,46.46875,46.75,46.4375,46.59375,108200,26.323564529418945
1993-11-15,46.6875,46.6875,46.4375,46.5625,243300,26.30592155456543
1993-11-16,46.65625,46.8125,46.46875,46.78125,492600,26.42949676513672
1993-11-17,46.8125,46.8125,46.40625,46.53125,39600,26.288259506225586
1993-11-18,46.46875,46.5625,46.28125,46.40625,240800,26.21764373779297
1993-11-19,46.25,46.375,46.21875,46.3125,106000,26.164682388305664
1993-11-22,46.1875,46.21875,45.875,46.03125,165300,26.005786895751953
1993-11-23,46.28125,46.3125,46.03125,46.28125,89700,26.147024154663086
1993-11-24,46.40625,46.5,46.34375,46.46875,77200,26.252960205078125
1993-11-26,46.59375,46.59375,46.46875,46.5,1019800,26.270618438720703
1993-11-29,46.625,46.71875,46.3125,46.3125,517500,26.164682388305664
1993-11-30,46.28125,46.5625,46.25,46.34375,230000,26.182331085205078
1993-12-01,46.59375,46.625,46.40625,46.40625,379200,26.21764373779297
1993-12-02,46.5,46.5625,46.40625,46.53125,352000,26.288259506225586
1993-12-03,46.5,46.71875,46.5,46.71875,306000,26.394174575805664
1993-12-06,46.78125,46.9375,46.78125,46.875,99500,26.482460021972656
1993-12-07,46.875,46.90625,46.78125,46.84375,88800,26.464811325073242
1993-12-08,46.84375,46.84375,46.78125,46.84375,146700,26.464811325073242
1993-12-09,46.84375,46.90625,46.625,46.6875,416500,26.376529693603516
1993-12-10,46.71875,46.71875,46.5,46.59375,412900,26.323564529418945
1993-12-13,46.59375,46.875,46.53125,46.875,273200,26.482460021972656
1993-12-14,46.90625,46.90625,46.53125,46.53125,41900,26.288259506225586
1993-12-15,46.59375,46.625,46.46875,46.46875,82600,26.252960205078125
1993-12-16,46.65625,46.65625,46.5625,46.625,78200,26.341224670410156
1993-12-17,46.40625,46.59375,46.375,46.5625,104700,26.486000061035156
1993-12-20,46.53125,46.65625,46.5,46.625,68800,26.521549224853516
1993-12-21,46.5625,46.5625,46.40625,46.46875,205700,26.432666778564453
1993-12-22,46.59375,46.8125,46.5,46.78125,410300,26.610424041748047
1993-12-23,46.75,46.84375,46.6875,46.75,533800,26.592655181884766
1993-12-27,46.75,47.0,46.75,47.0,447100,26.734853744506836
1993-12-28,46.96875,47.125,46.9375,47.09375,880600,26.78818702697754
1993-12-29,47.125,47.15625,47.0,47.03125,266700,26.752635955810547
1993-12-30,47.0,47.0,46.75,46.84375,219900,26.645978927612305
1993-12-31,46.9375,47.0,46.5625,46.59375,312900,26.503761291503906
1994-01-03,46.59375,46.65625,46.40625,46.46875,960900,26.432666778564453
1994-01-04,46.53125,46.65625,46.46875,46.65625,164300,26.539321899414062
1994-01-05,46.71875,46.78125,46.53125,46.75,710900,26.592655181884766
1994-01-06,46.8125,46.84375,46.6875,46.75,201000,26.592655181884766
1994-01-07,46.84375,47.0625,46.71875,47.03125,775500,26.752635955810547
1994-01-10,47.09375,47.59375,46.96875,47.59375,593700,27.07259750366211
1994-01-11,47.5625,47.5625,47.34375,47.5,295200,27.01926612854004
1994-01-12,47.53125,47.53125,47.1875,47.34375,158400,26.93039321899414
1994-01-13,47.21875,47.3125,47.15625,47.21875,244300,26.859264373779297
1994-01-14,47.375,47.5,47.375,47.40625,137200,26.965959548950195
1994-01-17,47.40625,47.46875,47.3125,47.40625,17700,26.965959548950195
1994-01-18,47.46875,47.53125,47.375,47.46875,166400,27.001489639282227
1994-01-19,47.40625,47.46875,47.25,47.34375,200800,26.93039321899414
1994-01-20,47.40625,47.5,47.375,47.46875,281100,27.001489639282227
1994-01-21,47.53125,47.53125,47.34375,47.375,85600,26.948169708251953
1994-01-24,47.34375,47.5625,47.1875,47.1875,373800,26.84151268005371
1994-01-25,47.21875,47.25,47.09375,47.1875,310400,26.84151268005371
1994-01-26,47.1875,47.34375,47.125,47.3125,145100,26.912620544433594
1994-01-27,47.40625,47.8125,47.34375,47.75,344500,27.161468505859375
1994-01-28,47.9375,48.03125,47.875,47.875,356500,27.232585906982422
1994-01-31,48.0625,48.3125,48.0,48.21875,313800,27.42811393737793
1994-02-01,48.15625,48.15625,47.90625,47.96875,303600,27.28589630126953
1994-02-02,48.125,48.28125,48.09375,48.28125,307600,27.463674545288086
1994-02-03,48.1875,48.1875,47.90625,48.0625,466100,27.339242935180664
1994-02-04,48.0625,48.125,46.96875,46.96875,1403200,26.71708106994629
1994-02-07,46.84375,47.3125,46.84375,47.1875,516400,26.84151268005371
1994-02-08,47.28125,47.28125,47.03125,47.21875,188200,26.859264373779297
1994-02-09,47.25,47.4375,47.1875,47.40625,144600,26.965959548950195
1994-02-10,47.375,47.40625,47.0,47.0,883900,26.734853744506836
1994-02-11,47.03125,47.28125,46.8125,47.15625,519400,26.823734283447266
1994-02-14,47.0625,47.375,47.0,47.21875,2742100,26.859264373779297
1994-02-15,47.3125,47.5,47.25,47.46875,374700,27.001489639282227
1994-02-16,47.53125,47.53125,47.34375,47.4375,287600,26.98371696472168
1994-02-17,47.65625,47.6875,47.03125,47.15625,342400,26.823734283447266
1994-02-18,47.1875,47.21875,46.75,46.875,313300,26.66374397277832
1994-02-22,47.0,47.34375,47.0,47.34375,154500,26.93039321899414
1994-02-23,47.40625,47.4375,47.0625,47.21875,391700,26.859264373779297
1994-02-24,47.0625,47.0625,46.5625,46.59375,770800,26.503761291503906
1994-02-25,46.65625,46.8125,46.5625,46.8125,531300,26.628223419189453
1994-02-28,46.9375,47.0625,46.8125,46.8125,333000,26.628223419189453
1994-03-01,46.8125,46.90625,46.375,46.625,423600,26.521549224853516
1994-03-02,46.03125,46.6875,45.90625,46.6875,581500,26.557090759277344
1994-03-03,46.625,46.625,46.4375,46.5625,223200,26.486000061035156
1994-03-04,46.5625,46.8125,46.40625,46.6875,595800,26.557090759277344
1994-03-07,46.84375,47.0,46.84375,46.9375,539800,26.699298858642578
1994-03-08,46.96875,46.96875,46.6875,46.75,880300,26.592655181884766
1994-03-09,46.8125,47.0,46.59375,46.96875,2500100,26.71708106994629
1994-03-10,46.9375,46.9375,46.4375,46.59375,207400,26.503761291503906
1994-03-11,46.65625,46.90625,46.40625,46.84375,576600,26.645978927612305
1994-03-14,47.03125,47.03125,46.84375,46.90625,345900,26.681533813476562
1994-03-15,47.0,47.09375,46.84375,46.875,748600,26.66374397277832
1994-03-16,46.9375,47.25,46.78125,47.25,455500,26.87705421447754
1994-03-17,47.09375,47.3125,47.09375,47.25,133000,26.87705421447754
1994-03-18,46.75,47.03125,46.71875,46.96875,365500,26.871198654174805
1994-03-21,46.8125,46.9375,46.71875,46.84375,324800,26.7996826171875
1994-03-22,46.84375,47.0625,46.75,46.96875,435700,26.871198654174805
1994-03-23,46.9375,47.0625,46.90625,46.9375,698500,26.853315353393555
1994-03-24,46.75,46.84375,46.15625,46.375,1200500,26.531497955322266
1994-03-25,46.40625,46.53125,45.9375,45.9375,100900,26.281198501586914
1994-03-28,46.0,46.0625,45.59375,46.0,1117200,26.316970825195312
1994-03-29,46.0,46.03125,45.09375,45.09375,338400,25.798498153686523
1994-03-30,45.125,45.25,44.46875,44.46875,1123900,25.4409236907959
1994-03-31,44.46875,44.6875,43.53125,44.59375,788800,25.51244354248047
1994-04-04,43.34375,44.03125,43.34375,43.90625,2627300,25.119110107421875
1994-04-05,44.34375,44.8125,44.34375,44.8125,1179000,25.637584686279297
1994-04-06,44.875,44.90625,44.5,44.8125,516500,25.637584686279297
1994-04-07,44.78125,45.125,44.53125,45.03125,666100,25.762733459472656
1994-04-08,44.9375,44.9375,44.46875,44.6875,242400,25.56608009338379
1994-04-11,44.8125,45.0625,44.703125,44.875,203300,25.673336029052734
1994-04-12,44.921875,45.0,44.71875,44.8125,1409200,25.637584686279297
1994-04-13,44.796875,44.90625,44.25,44.578125,364100,25.503507614135742
1994-04-14,44.5,44.828125,44.40625,44.59375,419900,25.51244354248047
1994-04-15,44.578125,44.78125,44.515625,44.59375,387300,25.51244354248047
1994-04-18,44.640625,44.765625,44.15625,44.296875,369100,25.34259796142578
1994-04-19,44.25,44.53125,43.984375,44.359375,472200,25.378353118896484
1994-04-20,44.40625,44.515625,44.078125,44.3125,508000,25.351551055908203
1994-04-21,44.5,44.96875,44.34375,44.90625,200300,25.691219329833984
1994-04-22,45.015625,45.046875,44.734375,44.859375,301800,25.664400100708008
1994-04-25,44.84375,45.359375,44.84375,45.328125,394600,25.932592391967773
1994-04-26,45.265625,45.34375,45.1875,45.28125,399000,25.905752182006836
1994-04-28,45.1875,45.25,44.8125,44.953125,287000,25.718032836914062
1994-04-29,44.875,45.15625,44.8125,45.09375,481900,25.798498153686523
1994-05-02,45.09375,45.71875,44.9375,45.375,275000,25.959407806396484
1994-05-03,45.390625,45.40625,45.0625,45.328125,183400,25.932592391967773
1994-05-04,45.421875,45.421875,45.078125,45.25,401900,25.88787269592285
1994-05-05,45.296875,45.375,45.1875,45.1875,659800,25.852115631103516
1994-05-06,44.96875,44.96875,44.59375,44.75,216300,25.60184097290039
1994-05-09,44.625,44.75,44.28125,44.359375,499300,25.378353118896484
1994-05-10,44.578125,44.84375,44.546875,44.703125,583400,25.575014114379883
1994-05-11,44.65625,44.71875,44.171875,44.296875,210600,25.34259796142578
1994-05-12,44.578125,44.625,44.40625,44.515625,305200,25.46775245666504
1994-05-13,44.640625,44.640625,44.296875,44.515625,321300,25.46775245666504
1994-05-16,44.609375,44.75,44.515625,44.53125,450400,25.47669219970703
1994-05-17,44.5625,45.1875,44.5,45.1875,470200,25.852115631103516
1994-05-18,45.21875,45.6875,45.015625,45.515625,824800,26.039859771728516
1994-05-19,45.421875,45.859375,45.421875,45.734375,531000,26.165006637573242
1994-05-20,45.65625,45.6875,45.5,45.5625,370400,26.066665649414062
1994-05-23,45.515625,45.53125,45.34375,45.484375,262700,26.0219669342041
1994-05-24,45.609375,45.84375,45.609375,45.671875,549600,26.129253387451172
1994-05-25,45.5,45.828125,45.34375,45.796875,738200,26.20075225830078
1994-05-26,45.78125,45.9375,45.734375,45.828125,369600,26.218624114990234
1994-05-27,45.75,45.875,45.671875,45.875,162000,26.24544906616211
1994-05-31,45.734375,45.90625,45.65625,45.8125,160000,26.20970916748047
1994-06-01,45.703125,46.015625,45.5625,46.015625,200500,26.32590675354004
1994-06-02,46.046875,46.046875,45.890625,45.96875,55100,26.29908561706543
1994-06-03,46.0,46.390625,45.859375,46.234375,550400,26.451047897338867
1994-06-06,46.328125,46.46875,46.1875,46.21875,99300,26.442110061645508
1994-06-07,46.140625,46.21875,46.03125,46.15625,120600,26.40635871887207
1994-06-08,46.265625,46.265625,45.78125,45.78125,131900,26.19182586669922
1994-06-09,45.984375,46.03125,45.890625,46.03125,80500,26.334850311279297
1994-06-10,46.078125,46.203125,46.078125,46.109375,83100,26.379539489746094
1994-06-13,46.046875,46.1875,46.03125,46.171875,109700,26.415306091308594
1994-06-14,46.3125,46.546875,46.3125,46.53125,161000,26.620899200439453
1994-06-15,46.546875,46.5625,46.3125,46.34375,142800,26.513628005981445
1994-06-16,46.34375,46.46875,46.296875,46.4375,44000,26.56726837158203
1994-06-17,46.15625,46.203125,45.8125,45.875,403800,26.418975830078125
1994-06-20,45.546875,45.625,45.4375,45.484375,137400,26.194021224975586
1994-06-21,45.453125,45.453125,44.90625,45.09375,139200,25.969051361083984
1994-06-22,45.21875,45.421875,45.171875,45.265625,279900,26.06804656982422
1994-06-23,45.34375,45.40625,44.9375,45.0,922500,25.915067672729492
1994-06-24,44.78125,44.78125,44.0,44.0625,353800,25.37518310546875
1994-06-27,44.234375,44.828125,44.015625,44.828125,371200,25.816089630126953
1994-06-28,44.84375,44.84375,44.25,44.609375,5382300,25.690120697021484
1994-06-29,44.671875,45.015625,44.625,44.75,311800,25.771114349365234
1994-06-30,44.828125,44.84375,44.3125,44.46875,271900,25.609132766723633
1994-07-01,44.6875,44.6875,44.375,44.5625,406900,25.663122177124023
1994-07-05,44.65625,44.859375,44.515625,44.796875,112000,25.798091888427734
1994-07-06,44.625,44.8125,44.46875,44.734375,174800,25.76211929321289
1994-07-07,44.734375,44.921875,44.6875,44.921875,66700,25.870080947875977
1994-07-08,44.640625,44.984375,44.625,44.90625,148400,25.861074447631836
1994-07-11,44.9375,45.015625,44.53125,44.75,124000,25.771114349365234
1994-07-12,44.765625,44.828125,44.515625,44.8125,257300,25.807098388671875
1994-07-13,44.828125,45.03125,44.828125,44.890625,532700,25.85207748413086
1994-07-14,45.109375,45.46875,45.078125,45.375,494200,26.131025314331055
1994-07-15,45.34375,45.484375,45.328125,45.390625,49100,26.140031814575195
1994-07-18,45.390625,45.578125,45.390625,45.46875,72300,26.185028076171875
1994-07-19,45.546875,45.5625,45.375,45.375,609500,26.131025314331055
1994-07-20,45.40625,45.40625,45.0625,45.171875,185300,26.01406478881836
1994-07-21,45.171875,45.296875,45.078125,45.265625,86300,26.06804656982422
1994-07-22,45.375,45.40625,45.25,45.34375,151600,26.113025665283203
1994-07-25,45.359375,45.453125,45.3125,45.40625,120900,26.149019241333008
