instrument_name,expiration,strike,option_type,price,amount,direction,timestamp
BTC-27JUN25-65000-P,2025-06-27 08:00:00,65000.0,put,0.0028,6.1,buy,2025-05-06 09:54:13.550
BTC-27JUN25-65000-P,2025-06-27 08:00:00,65000.0,put,0.003,0.5,buy,2025-05-06 11:32:23.333
BTC-27JUN25-65000-P,2025-06-27 08:00:00,65000.0,put,0.003,0.1,buy,2025-05-06 11:58:27.365
BTC-27JUN25-65000-P,2025-06-27 08:00:00,65000.0,put,0.003,0.2,buy,2025-05-06 11:59:18.657
BTC-27JUN25-65000-P,2025-06-27 08:00:00,65000.0,put,0.003,0.3,buy,2025-05-06 12:03:44.566
BTC-27JUN25-65000-P,2025-06-27 08:00:00,65000.0,put,0.003,0.3,buy,2025-05-06 12:03:46.622
BTC-27JUN25-65000-P,2025-06-27 08:00:00,65000.0,put,0.003,0.1,buy,2025-05-06 12:34:12.798
BTC-27JUN25-65000-P,2025-06-27 08:00:00,65000.0,put,0.003,0.1,buy,2025-05-06 12:34:14.437
BTC-27JUN25-65000-P,2025-06-27 08:00:00,65000.0,put,0.0028,0.1,sell,2025-05-06 14:35:05.421
BTC-27JUN25-65000-P,2025-06-27 08:00:00,65000.0,put,0.0029,0.1,buy,2025-05-06 15:02:43.016
BTC-27JUN25-65000-P,2025-06-27 08:00:00,65000.0,put,0.0029,0.4,buy,2025-05-06 15:02:44.883
BTC-27JUN25-65000-P,2025-06-27 08:00:00,65000.0,put,0.0029,0.1,buy,2025-05-06 15:05:03.808
BTC-27JUN25-65000-P,2025-06-27 08:00:00,65000.0,put,0.0029,0.1,buy,2025-05-06 15:05:04.175
BTC-27JUN25-65000-P,2025-06-27 08:00:00,65000.0,put,0.0029,0.3,buy,2025-05-06 15:05:47.288
BTC-27JUN25-65000-P,2025-06-27 08:00:00,65000.0,put,0.0029,0.6,buy,2025-05-06 15:05:49.336
BTC-27JUN25-65000-P,2025-06-27 08:00:00,65000.0,put,0.0029,0.3,buy,2025-05-06 15:05:51.371
BTC-27JUN25-65000-P,2025-06-27 08:00:00,65000.0,put,0.0029,0.1,buy,2025-05-06 15:05:57.694
BTC-27JUN25-65000-P,2025-06-27 08:00:00,65000.0,put,0.0029,0.1,buy,2025-05-06 15:05:58.374
BTC-27JUN25-65000-P,2025-06-27 08:00:00,65000.0,put,0.0029,0.1,buy,2025-05-06 15:05:58.870
BTC-27JUN25-65000-P,2025-06-27 08:00:00,65000.0,put,0.0029,0.3,buy,2025-05-06 15:05:59.641
BTC-27JUN25-65000-P,2025-06-27 08:00:00,65000.0,put,0.0029,0.1,buy,2025-05-06 15:06:00.204
BTC-27JUN25-65000-P,2025-06-27 08:00:00,65000.0,put,0.0029,0.3,buy,2025-05-06 15:06:01.698
BTC-27JUN25-65000-P,2025-06-27 08:00:00,65000.0,put,0.0029,0.1,buy,2025-05-06 15:06:03.325
BTC-27JUN25-65000-P,2025-06-27 08:00:00,65000.0,put,0.0027,0.1,sell,2025-05-06 18:19:34.484
BTC-27JUN25-65000-P,2025-06-27 08:00:00,65000.0,put,0.0027,0.2,buy,2025-05-06 18:20:03.783
BTC-27JUN25-65000-P,2025-06-27 08:00:00,65000.0,put,0.0027,0.1,sell,2025-05-06 20:56:04.258
BTC-27JUN25-65000-P,2025-06-27 08:00:00,65000.0,put,0.0027,0.1,buy,2025-05-06 20:56:04.260
BTC-27JUN25-65000-P,2025-06-27 08:00:00,65000.0,put,0.0028,0.1,sell,2025-05-06 23:27:07.310
BTC-27JUN25-65000-P,2025-06-27 08:00:00,65000.0,put,0.0027,0.1,sell,2025-05-07 02:51:15.888
