instrument_name,expiration,strike,option_type,price,amount,direction,timestamp
BTC-25JUL25-100000-C,2025-07-25 08:00:00,100000.0,call,0.0685,0.2,sell,2025-05-06 08:29:22.725
BTC-25JUL25-100000-C,2025-07-25 08:00:00,100000.0,call,0.07,0.1,buy,2025-05-06 08:54:21.173
BTC-25JUL25-100000-C,2025-07-25 08:00:00,100000.0,call,0.07,0.4,buy,2025-05-06 08:54:21.173
BTC-25JUL25-100000-C,2025-07-25 08:00:00,100000.0,call,0.0695,1.0,sell,2025-05-06 09:12:55.702
BTC-25JUL25-100000-C,2025-07-25 08:00:00,100000.0,call,0.068,0.2,sell,2025-05-06 11:31:15.557
BTC-25JUL25-100000-C,2025-07-25 08:00:00,100000.0,call,0.0675,0.3,sell,2025-05-06 11:55:09.257
BTC-25JUL25-100000-C,2025-07-25 08:00:00,100000.0,call,0.067,0.1,sell,2025-05-06 13:51:01.579
BTC-25JUL25-100000-C,2025-07-25 08:00:00,100000.0,call,0.067,0.1,sell,2025-05-06 13:51:01.580
BTC-25JUL25-100000-C,2025-07-25 08:00:00,100000.0,call,0.067,0.1,sell,2025-05-06 13:51:01.894
BTC-25JUL25-100000-C,2025-07-25 08:00:00,100000.0,call,0.0665,0.3,sell,2025-05-06 13:51:04.956
BTC-25JUL25-100000-C,2025-07-25 08:00:00,100000.0,call,0.0665,0.2,sell,2025-05-06 13:51:04.956
BTC-25JUL25-100000-C,2025-07-25 08:00:00,100000.0,call,0.066,0.3,sell,2025-05-06 13:52:56.165
BTC-25JUL25-100000-C,2025-07-25 08:00:00,100000.0,call,0.0675,0.5,sell,2025-05-06 14:05:50.562
BTC-25JUL25-100000-C,2025-07-25 08:00:00,100000.0,call,0.0695,0.1,sell,2025-05-06 14:29:40.765
BTC-25JUL25-100000-C,2025-07-25 08:00:00,100000.0,call,0.0695,0.1,sell,2025-05-06 16:56:22.496
BTC-25JUL25-100000-C,2025-07-25 08:00:00,100000.0,call,0.0695,0.3,sell,2025-05-06 16:56:26.783
BTC-25JUL25-100000-C,2025-07-25 08:00:00,100000.0,call,0.0695,0.2,sell,2025-05-06 16:56:29.067
BTC-25JUL25-100000-C,2025-07-25 08:00:00,100000.0,call,0.0695,0.1,sell,2025-05-06 16:56:33.632
BTC-25JUL25-100000-C,2025-07-25 08:00:00,100000.0,call,0.0695,0.3,sell,2025-05-06 16:56:33.791
BTC-25JUL25-100000-C,2025-07-25 08:00:00,100000.0,call,0.0713,10.0,sell,2025-05-06 17:42:43.895
BTC-25JUL25-100000-C,2025-07-25 08:00:00,100000.0,call,0.0705,1.0,sell,2025-05-06 21:29:19.106
BTC-25JUL25-100000-C,2025-07-25 08:00:00,100000.0,call,0.0805,0.4,sell,2025-05-06 23:29:59.221
BTC-25JUL25-100000-C,2025-07-25 08:00:00,100000.0,call,0.0805,1.1,sell,2025-05-06 23:38:41.336
BTC-25JUL25-100000-C,2025-07-25 08:00:00,100000.0,call,0.0805,0.9,sell,2025-05-06 23:39:52.680
BTC-25JUL25-100000-C,2025-07-25 08:00:00,100000.0,call,0.0805,0.1,sell,2025-05-06 23:39:52.687
BTC-25JUL25-100000-C,2025-07-25 08:00:00,100000.0,call,0.082,1.0,sell,2025-05-06 23:49:49.093
