instrument_name,expiration,strike,option_type,price,amount,direction,timestamp
BTC-26SEP25-130000-C,2025-09-26 08:00:00,130000.0,call,0.038,0.1,sell,2025-05-06 13:52:50.645
BTC-26SEP25-130000-C,2025-09-26 08:00:00,130000.0,call,0.039,0.5,buy,2025-05-06 14:22:43.822
BTC-26SEP25-130000-C,2025-09-26 08:00:00,130000.0,call,0.0395,0.2,sell,2025-05-06 16:21:50.140
BTC-26SEP25-130000-C,2025-09-26 08:00:00,130000.0,call,0.0405,0.2,sell,2025-05-06 19:02:34.626
BTC-26SEP25-130000-C,2025-09-26 08:00:00,130000.0,call,0.04,0.1,buy,2025-05-06 21:30:11.104
BTC-26SEP25-130000-C,2025-09-26 08:00:00,130000.0,call,0.04,0.1,buy,2025-05-06 21:39:10.828
BTC-26SEP25-130000-C,2025-09-26 08:00:00,130000.0,call,0.0415,0.3,sell,2025-05-06 22:07:17.073
BTC-26SEP25-130000-C,2025-09-26 08:00:00,130000.0,call,0.0435,0.1,sell,2025-05-06 23:08:14.071
BTC-26SEP25-130000-C,2025-09-26 08:00:00,130000.0,call,0.0435,0.1,sell,2025-05-06 23:08:23.105
BTC-26SEP25-130000-C,2025-09-26 08:00:00,130000.0,call,0.046,0.1,sell,2025-05-07 01:20:45.844
BTC-26SEP25-130000-C,2025-09-26 08:00:00,130000.0,call,0.0445,0.1,sell,2025-05-07 03:02:36.127
BTC-26SEP25-130000-C,2025-09-26 08:00:00,130000.0,call,0.0445,0.1,sell,2025-05-07 03:02:36.129
BTC-26SEP25-130000-C,2025-09-26 08:00:00,130000.0,call,0.045,0.1,sell,2025-05-07 08:03:43.571
