instrument_name,expiration,strike,option_type,price,amount,direction,timestamp
BTC-23MAY25-75000-P,2025-05-23 08:00:00,75000.0,put,0.0012,0.3,sell,2025-05-06 06:43:36.817
BTC-23MAY25-75000-P,2025-05-23 08:00:00,75000.0,put,0.0011,0.7,sell,2025-05-06 08:48:41.428
BTC-23MAY25-75000-P,2025-05-23 08:00:00,75000.0,put,0.0011,3.6,sell,2025-05-06 09:39:14.831
BTC-23MAY25-75000-P,2025-05-23 08:00:00,75000.0,put,0.0014,0.1,buy,2025-05-06 12:07:09.636
BTC-23MAY25-75000-P,2025-05-23 08:00:00,75000.0,put,0.0014,0.7,buy,2025-05-06 12:07:09.636
BTC-23MAY25-75000-P,2025-05-23 08:00:00,75000.0,put,0.0014,0.2,buy,2025-05-06 12:07:09.636
BTC-23MAY25-75000-P,2025-05-23 08:00:00,75000.0,put,0.0014,0.5,buy,2025-05-06 12:07:19.546
BTC-23MAY25-75000-P,2025-05-23 08:00:00,75000.0,put,0.001,2.0,buy,2025-05-07 03:32:18.153
