instrument_name,expiration,strike,option_type,price,amount,direction,timestamp
BTC-9MAY25-103000-C,2025-05-09 08:00:00,103000.0,call,0.0005,0.1,sell,2025-05-06 07:52:11.660
BTC-9MAY25-103000-C,2025-05-09 08:00:00,103000.0,call,0.0005,3.0,sell,2025-05-06 07:52:11.660
BTC-9MAY25-103000-C,2025-05-09 08:00:00,103000.0,call,0.0005,0.2,sell,2025-05-06 07:52:11.660
BTC-9MAY25-103000-C,2025-05-09 08:00:00,103000.0,call,0.0004,0.2,sell,2025-05-06 08:14:59.571
BTC-9MAY25-103000-C,2025-05-09 08:00:00,103000.0,call,0.0003,0.5,sell,2025-05-06 10:25:32.804
BTC-9MAY25-103000-C,2025-05-09 08:00:00,103000.0,call,0.0004,0.1,buy,2025-05-06 11:35:16.886
BTC-9MAY25-103000-C,2025-05-09 08:00:00,103000.0,call,0.0004,4.9,buy,2025-05-06 11:35:16.886
BTC-9MAY25-103000-C,2025-05-09 08:00:00,103000.0,call,0.0004,0.1,buy,2025-05-06 11:41:52.164
BTC-9MAY25-103000-C,2025-05-09 08:00:00,103000.0,call,0.0004,12.5,buy,2025-05-06 11:57:45.141
BTC-9MAY25-103000-C,2025-05-09 08:00:00,103000.0,call,0.0004,0.1,buy,2025-05-06 12:03:34.781
BTC-9MAY25-103000-C,2025-05-09 08:00:00,103000.0,call,0.0005,0.1,buy,2025-05-06 12:03:53.542
BTC-9MAY25-103000-C,2025-05-09 08:00:00,103000.0,call,0.0004,0.1,buy,2025-05-06 12:38:17.532
BTC-9MAY25-103000-C,2025-05-09 08:00:00,103000.0,call,0.0004,0.1,buy,2025-05-06 12:38:17.700
BTC-9MAY25-103000-C,2025-05-09 08:00:00,103000.0,call,0.0004,0.7,buy,2025-05-06 12:38:17.722
BTC-9MAY25-103000-C,2025-05-09 08:00:00,103000.0,call,0.0004,0.1,buy,2025-05-06 12:38:17.723
BTC-9MAY25-103000-C,2025-05-09 08:00:00,103000.0,call,0.0004,0.1,buy,2025-05-06 12:38:17.723
BTC-9MAY25-103000-C,2025-05-09 08:00:00,103000.0,call,0.0004,0.1,buy,2025-05-06 12:38:17.723
BTC-9MAY25-103000-C,2025-05-09 08:00:00,103000.0,call,0.0004,0.2,buy,2025-05-06 12:38:17.724
BTC-9MAY25-103000-C,2025-05-09 08:00:00,103000.0,call,0.0004,0.1,buy,2025-05-06 12:38:17.724
BTC-9MAY25-103000-C,2025-05-09 08:00:00,103000.0,call,0.0004,0.1,buy,2025-05-06 12:38:17.724
BTC-9MAY25-103000-C,2025-05-09 08:00:00,103000.0,call,0.0005,0.1,buy,2025-05-06 13:26:57.591
BTC-9MAY25-103000-C,2025-05-09 08:00:00,103000.0,call,0.0005,0.1,buy,2025-05-06 13:26:57.595
BTC-9MAY25-103000-C,2025-05-09 08:00:00,103000.0,call,0.0005,0.1,buy,2025-05-06 13:26:57.595
BTC-9MAY25-103000-C,2025-05-09 08:00:00,103000.0,call,0.0005,0.1,buy,2025-05-06 13:26:57.753
BTC-9MAY25-103000-C,2025-05-09 08:00:00,103000.0,call,0.0005,0.1,buy,2025-05-06 13:26:57.778
BTC-9MAY25-103000-C,2025-05-09 08:00:00,103000.0,call,0.0005,0.1,buy,2025-05-06 13:26:57.782
