instrument_name,expiration,strike,option_type,price,amount,direction,timestamp
BTC-9MAY25-84000-P,2025-05-09 08:00:00,84000.0,put,0.0004,0.7,sell,2025-05-06 13:50:00.300
BTC-9MAY25-84000-P,2025-05-09 08:00:00,84000.0,put,0.0002,1.0,sell,2025-05-07 00:35:26.907
BTC-9MAY25-84000-P,2025-05-09 08:00:00,84000.0,put,0.0002,1.0,sell,2025-05-07 00:35:26.907
BTC-9MAY25-84000-P,2025-05-09 08:00:00,84000.0,put,0.0002,6.0,sell,2025-05-07 00:35:26.907
BTC-9MAY25-84000-P,2025-05-09 08:00:00,84000.0,put,0.0002,2.0,sell,2025-05-07 00:35:26.907
BTC-9MAY25-84000-P,2025-05-09 08:00:00,84000.0,put,0.0002,0.1,sell,2025-05-07 00:35:37.975
BTC-9MAY25-84000-P,2025-05-09 08:00:00,84000.0,put,0.0002,2.0,sell,2025-05-07 00:52:13.875
BTC-9MAY25-84000-P,2025-05-09 08:00:00,84000.0,put,0.0002,1.1,sell,2025-05-07 01:04:53.426
