instrument_name,expiration,strike,option_type,price,amount,direction,timestamp
BTC-25JUL25-98000-P,2025-07-25 08:00:00,98000.0,put,0.1025,2.6,sell,2025-05-06 14:22:44.766
BTC-25JUL25-98000-P,2025-07-25 08:00:00,98000.0,put,0.1025,2.4,sell,2025-05-06 14:22:44.798
BTC-25JUL25-98000-P,2025-07-25 08:00:00,98000.0,put,0.09,1.4,sell,2025-05-06 23:49:22.182
BTC-25JUL25-98000-P,2025-07-25 08:00:00,98000.0,put,0.09,0.7,buy,2025-05-06 23:50:14.538
BTC-25JUL25-98000-P,2025-07-25 08:00:00,98000.0,put,0.09,0.7,sell,2025-05-06 23:50:14.542
BTC-25JUL25-98000-P,2025-07-25 08:00:00,98000.0,put,0.0905,0.2,sell,2025-05-06 23:52:45.716
BTC-25JUL25-98000-P,2025-07-25 08:00:00,98000.0,put,0.0905,0.1,sell,2025-05-06 23:52:45.716
BTC-25JUL25-98000-P,2025-07-25 08:00:00,98000.0,put,0.0905,0.1,sell,2025-05-06 23:52:48.738
BTC-25JUL25-98000-P,2025-07-25 08:00:00,98000.0,put,0.0905,0.1,sell,2025-05-06 23:52:51.742
BTC-25JUL25-98000-P,2025-07-25 08:00:00,98000.0,put,0.0905,0.9,sell,2025-05-06 23:52:59.256
BTC-25JUL25-98000-P,2025-07-25 08:00:00,98000.0,put,0.09,0.2,sell,2025-05-06 23:55:26.827
BTC-25JUL25-98000-P,2025-07-25 08:00:00,98000.0,put,0.09,0.2,sell,2025-05-06 23:55:29.392
BTC-25JUL25-98000-P,2025-07-25 08:00:00,98000.0,put,0.09,0.2,sell,2025-05-07 00:00:09.590
BTC-25JUL25-98000-P,2025-07-25 08:00:00,98000.0,put,0.09,1.0,sell,2025-05-07 00:00:09.634
BTC-25JUL25-98000-P,2025-07-25 08:00:00,98000.0,put,0.09,0.2,sell,2025-05-07 00:00:11.205
BTC-25JUL25-98000-P,2025-07-25 08:00:00,98000.0,put,0.0905,1.4,sell,2025-05-07 00:02:16.284
BTC-25JUL25-98000-P,2025-07-25 08:00:00,98000.0,put,0.0885,0.7,sell,2025-05-07 02:24:55.834
BTC-25JUL25-98000-P,2025-07-25 08:00:00,98000.0,put,0.0885,0.5,sell,2025-05-07 02:24:55.834
BTC-25JUL25-98000-P,2025-07-25 08:00:00,98000.0,put,0.0885,3.2,sell,2025-05-07 02:24:55.834
BTC-25JUL25-98000-P,2025-07-25 08:00:00,98000.0,put,0.088,0.6,sell,2025-05-07 02:24:55.834
BTC-25JUL25-98000-P,2025-07-25 08:00:00,98000.0,put,0.091,0.1,sell,2025-05-07 03:54:27.760
