instrument_name,expiration,strike,option_type,price,amount,direction,timestamp
BTC-25JUL25-94000-P,2025-07-25 08:00:00,94000.0,put,0.0815,0.6,buy,2025-05-06 08:21:41.116
BTC-25JUL25-94000-P,2025-07-25 08:00:00,94000.0,put,0.078,0.6,sell,2025-05-06 15:36:22.726
BTC-25JUL25-94000-P,2025-07-25 08:00:00,94000.0,put,0.079,0.1,buy,2025-05-06 16:25:35.221
BTC-25JUL25-94000-P,2025-07-25 08:00:00,94000.0,put,0.078,0.1,buy,2025-05-06 16:35:16.982
BTC-25JUL25-94000-P,2025-07-25 08:00:00,94000.0,put,0.066,0.4,sell,2025-05-07 01:12:49.556
BTC-25JUL25-94000-P,2025-07-25 08:00:00,94000.0,put,0.0682,25.0,sell,2025-05-07 02:18:44.868
BTC-25JUL25-94000-P,2025-07-25 08:00:00,94000.0,put,0.0679,25.0,sell,2025-05-07 02:20:55.746
BTC-25JUL25-94000-P,2025-07-25 08:00:00,94000.0,put,0.0676,50.0,sell,2025-05-07 02:21:18.869
BTC-25JUL25-94000-P,2025-07-25 08:00:00,94000.0,put,0.0676,148.0,sell,2025-05-07 02:22:40.933
BTC-25JUL25-94000-P,2025-07-25 08:00:00,94000.0,put,0.0687,20.0,buy,2025-05-07 02:30:51.885
