instrument_name,expiration,strike,option_type,price,amount,direction,timestamp
BTC-7MAY25-93000-C,2025-05-07 08:00:00,93000.0,call,0.015,0.1,buy,2025-05-06 14:32:41.204
BTC-7MAY25-93000-C,2025-05-07 08:00:00,93000.0,call,0.0195,0.1,buy,2025-05-06 16:14:08.980
BTC-7MAY25-93000-C,2025-05-07 08:00:00,93000.0,call,0.025,0.1,buy,2025-05-06 22:03:45.973
BTC-7MAY25-93000-C,2025-05-07 08:00:00,93000.0,call,0.025,0.1,buy,2025-05-06 22:03:45.973
BTC-7MAY25-93000-C,2025-05-07 08:00:00,93000.0,call,0.029,0.1,buy,2025-05-06 22:30:26.617
BTC-7MAY25-93000-C,2025-05-07 08:00:00,93000.0,call,0.036,0.1,buy,2025-05-06 23:01:09.112
BTC-7MAY25-93000-C,2025-05-07 08:00:00,93000.0,call,0.039,0.1,buy,2025-05-06 23:24:58.476
BTC-7MAY25-93000-C,2025-05-07 08:00:00,93000.0,call,0.045,0.1,buy,2025-05-07 00:22:15.766
