instrument_name,expiration,strike,option_type,price,amount,direction,timestamp
BTC-27JUN25-140000-C,2025-06-27 08:00:00,140000.0,call,0.0038,0.1,sell,2025-05-06 09:49:45.005
BTC-27JUN25-140000-C,2025-06-27 08:00:00,140000.0,call,0.0037,2.5,buy,2025-05-06 10:00:38.481
BTC-27JUN25-140000-C,2025-06-27 08:00:00,140000.0,call,0.0036,0.1,buy,2025-05-06 14:05:16.250
BTC-27JUN25-140000-C,2025-06-27 08:00:00,140000.0,call,0.0037,0.1,buy,2025-05-06 14:19:24.821
BTC-27JUN25-140000-C,2025-06-27 08:00:00,140000.0,call,0.0037,0.1,buy,2025-05-06 14:47:33.189
BTC-27JUN25-140000-C,2025-06-27 08:00:00,140000.0,call,0.0035,0.1,sell,2025-05-06 14:54:16.871
BTC-27JUN25-140000-C,2025-06-27 08:00:00,140000.0,call,0.0038,0.1,buy,2025-05-06 16:45:06.096
BTC-27JUN25-140000-C,2025-06-27 08:00:00,140000.0,call,0.0037,0.1,buy,2025-05-06 16:57:39.580
BTC-27JUN25-140000-C,2025-06-27 08:00:00,140000.0,call,0.0038,0.1,buy,2025-05-06 22:01:39.121
BTC-27JUN25-140000-C,2025-06-27 08:00:00,140000.0,call,0.004,0.1,buy,2025-05-06 22:07:07.675
BTC-27JUN25-140000-C,2025-06-27 08:00:00,140000.0,call,0.0055,0.2,buy,2025-05-07 03:48:56.428
BTC-27JUN25-140000-C,2025-06-27 08:00:00,140000.0,call,0.005,0.1,buy,2025-05-07 05:17:15.457
BTC-27JUN25-140000-C,2025-06-27 08:00:00,140000.0,call,0.0055,0.9,buy,2025-05-07 05:17:26.402
BTC-27JUN25-140000-C,2025-06-27 08:00:00,140000.0,call,0.0048,0.1,buy,2025-05-07 07:35:33.489
